0,17:21:41,-0.0210309
1,17:21:51,-0.0180692
2,17:22:01,-0.425845
3,17:22:22,-1.84944
4,17:23:58,-0.432903
5,17:24:08,-1.12476
6,17:28:39,-0.428198
7,17:28:49,-0.797705
8,17:28:59,-0.425845
9,17:29:09,-0.0562358
10,17:29:19,-0.435256
11,17:35:11,-0.430551
12,17:35:21,-0.0555785
13,17:37:01,-1.2424
14,17:37:11,-2.40707
15,17:39:35,-0.0486169
16,17:39:45,-0.425845
17,17:44:10,-1.21416
18,17:44:20,-0.0448739
19,17:44:30,-0.432903
20,17:44:40,-0.428198
21,17:44:51,-1.29887
22,17:45:01,-1.43534
23,17:45:11,-0.423492
24,17:45:21,-1.30593
25,17:45:31,-0.425845
26,17:45:41,-0.0497914
27,17:45:51,-1.00476
28,17:46:01,-0.435256
29,17:46:11,-2.11061
30,17:46:21,-2.4706
31,17:46:31,-0.435256
32,17:46:41,-1.98356
33,17:46:51,-0.0365447
34,17:47:01,-1.61651
35,17:47:11,-4.27291
36,17:47:21,-0.0338154
37,17:47:31,-2.27296
38,17:47:41,-0.432903
39,17:47:51,-1.39534
40,17:48:01,-0.430551
41,17:48:11,-2.09179
42,17:48:21,-0.0489121
43,17:48:31,-0.430551
44,17:48:41,-0.423492
45,17:48:51,-0.96476
46,17:49:01,-0.0258303
47,17:49:11,-1.45651
48,17:49:21,-0.0543707
49,17:49:31,-0.0474268
50,17:49:41,-0.0451563
51,17:49:51,-0.0523355
52,17:50:02,-1.13417
53,17:50:12,-2.37413
54,17:50:22,-0.0479297
55,17:50:32,-0.432903
56,17:50:42,-0.432903
57,17:50:52,-0.0138277
58,17:51:02,-0.0346418
59,17:51:12,-0.0683126
60,17:51:22,-0.442315
61,17:51:32,-0.432903
62,17:51:42,-0.437609
63,17:51:52,-1.64709
64,17:52:02,-0.0327007
65,17:52:12,-3.46352
66,17:52:22,-0.430551
67,17:52:32,-0.0368065
68,17:52:42,-0.432903
69,17:52:52,-0.423492
70,17:53:02,-1.89179
71,17:53:12,-1.33181
72,17:53:22,-0.425845
73,17:53:32,-0.437609
74,17:53:42,-0.0443475
75,17:53:52,-0.0350242
76,17:54:02,-0.425845
77,17:54:12,-0.430551
78,17:54:22,-0.432903
79,17:54:32,-0.439962
80,17:54:42,-1.56474
81,17:54:52,-3.77174
82,17:55:02,-0.614181
83,17:55:13,-0.00208094
84,17:55:23,-0.428198
85,17:55:33,-0.00623965
86,17:55:43,-1.7365
87,17:55:53,-0.430551
88,17:56:03,-0.430551
89,17:56:13,-0.0230569
90,17:56:23,-0.425845
91,17:56:33,-1.83532
92,17:56:43,-0.0351389
93,17:56:53,-0.430551
94,17:57:03,-0.421139
95,17:57:13,-0.0269538
96,17:57:23,-0.211838
97,17:57:33,-0.0131836
98,17:57:43,-1.36945
99,17:57:53,-1.84238
100,17:58:03,-0.0399917
101,17:58:13,-2.02591
102,17:58:23,-0.0360918
103,17:58:33,-1.29887
104,17:58:43,-2.02356
105,17:58:53,-0.00276033
106,17:59:03,-1.27063
107,17:59:13,-0.435256
108,17:59:23,-0.00734551
109,17:59:33,-0.435256
110,17:59:43,-0.0298361
111,17:59:53,-0.0127924
112,18:00:03,-0.0206952
113,18:00:13,-0.788294
114,18:00:23,-1.61651
115,18:00:34,-0.435256
116,18:00:44,-0.430551
117,18:25:11,-0.0279303
118,18:25:21,-0.00366619
119,18:25:31,-1.57886
120,18:25:41,-0.00242211
121,18:25:51,-0.0158629
122,18:26:01,-0.0284273
123,18:26:11,-0.423492
124,18:26:21,-0.776529
125,18:26:31,-0.423492
126,18:26:41,-1.12954
127,18:26:51,-0.432903
128,18:27:01,-0.430551
129,18:27:11,-0.423492
130,18:27:21,-0.040974
131,18:27:31,-1.52945
132,18:27:41,-1.8965
133,18:27:51,-0.430551
134,18:28:01,-0.00174565
135,18:28:11,-0.00321914
136,18:28:21,-0.0431975
137,18:28:31,-0.0145188
138,18:28:41,-0.428198
139,18:28:51,-2.62589
140,18:29:01,-0.00952486
141,18:29:11,-0.425845
142,18:29:21,-0.437609
143,18:29:31,-0.0226863
144,18:29:41,-2.47296
145,18:29:51,-2.08238
146,18:30:01,-0.0403446
147,18:30:11,-0.421139
148,18:30:22,-0.00198976
149,18:30:32,-0.435256
150,18:30:42,-0.428198
151,18:30:52,-0.430551
152,18:31:02,-0.0034309
153,18:31:12,-0.0135659
154,18:31:22,-1.82356
155,18:31:32,-3.82351
156,18:31:42,-0.0348242
157,18:31:52,-1.34357
158,18:32:02,-1.33181
159,18:32:12,-0.0396094
160,18:32:22,-0.00138096
161,18:32:32,-0.0211893
162,18:32:42,-1.60239
163,18:32:52,-0.00588084
164,18:33:02,-0.00788079
165,18:33:12,-0.428198
166,18:33:22,-2.76001
167,18:33:32,-0.0172982
168,18:33:42,-3.84939
169,18:33:52,-1.32475
170,18:34:02,-1.05652
171,18:34:12,-0.428198
172,18:34:22,-0.421139
173,18:34:32,-0.00252799
174,18:34:42,-3.39293
175,18:34:52,-0.432903
176,18:35:02,-0.00200447
177,18:35:12,-2.34833
178,18:35:22,-0.425845
179,18:35:33,-0.430551
180,18:35:43,-0.0101807
181,18:35:53,-0.0328919
182,18:36:03,-0.430551
183,18:36:13,-0.425845
184,18:36:23,-0.425845
185,18:36:33,-0.141331
186,18:36:43,-0.432903
187,18:36:53,-0.00730139
188,18:37:03,-1.19542
189,18:37:13,-0.0072161
190,18:37:23,-0.0264568
191,18:37:33,-0.0417299
192,18:37:43,-0.804843
193,18:37:53,-0.425845
194,18:38:03,-0.432903
195,18:38:13,-0.917781
196,18:38:23,-0.0660387
197,18:38:33,-0.0754502
198,18:38:43,-0.080156
199,18:38:53,-0.0016133
