0,17:02:51,-0.118039,5.0004e-06
1,17:03:01,-0.106275,5.0004e-06
2,17:03:21,-0.0945105,5e-07
3,17:03:31,-0.0945105,5e-07
4,17:03:41,-0.106275,5.004e-07
5,17:03:51,-0.0945105,5.004e-07
6,17:04:02,-0.0945105,5.004e-07
7,17:04:12,-0.0945105,5.004e-07
8,17:04:22,-0.0827461,5.004e-07
9,17:08:10,-0.0945105,5.004e-07
10,17:08:20,-0.106275,5.004e-07
11,17:08:30,-0.118039,5.004e-07
12,17:08:51,-0.0945105,5.004e-07
13,17:09:01,-0.0945105,5.004e-07
14,17:09:11,-0.0945105,5.004e-07
15,17:09:33,-0.0827461,5.004e-07
16,17:09:43,-0.0827461,5.004e-07
17,17:09:53,9e+09,-inf
18,17:10:15,-0.0709817,5.004e-07
19,17:10:25,-0.106275,5.004e-07
20,17:10:35,-0.106275,5.004e-07
21,17:10:57,-0.0945105,5.004e-07
22,17:11:07,-0.0827461,5.004e-07
23,17:11:17,-0.0945105,5.004e-07
24,17:11:39,-0.106275,5.004e-07
25,17:11:49,-0.118039,5.004e-07
26,17:11:59,-0.0945105,5.004e-07
27,17:12:20,-0.0709817,5.004e-07
28,17:12:30,-0.106275,5.004e-07
29,17:12:40,-0.0945105,5.004e-07
30,17:13:01,-0.0709817,5.004e-07
31,17:13:11,-0.0827461,5.004e-07
32,17:13:21,-0.106275,5.004e-07
33,17:13:42,-0.106275,5.004e-07
34,17:13:52,-0.0945105,5.004e-07
35,17:14:02,-0.0945105,5.004e-07
36,17:14:23,-0.106275,5.004e-07
37,17:14:33,-0.106275,5.004e-07
38,17:14:43,-0.106275,5.004e-07
39,17:15:04,-0.141568,5.004e-07
40,17:15:14,-0.0945105,5.004e-07
41,17:15:25,-0.0945105,5.004e-07
42,17:26:16,-0.0945105,5.004e-07
43,17:26:26,-0.0827461,5.004e-07
44,17:26:36,-0.0827461,5.004e-07
45,17:26:49,-0.0945105,5.004e-07
46,17:26:59,-0.0945105,5.004e-07
47,17:27:09,-0.106275,5.004e-07
48,17:27:22,-0.0827461,5.004e-07
49,17:27:32,-0.0827461,5.004e-07
50,17:27:42,-0.0709817,5.004e-07
51,17:27:55,-0.106275,5.004e-07
52,17:28:05,-0.0945105,5.004e-07
53,17:28:15,-0.0945105,5.004e-07
54,17:28:28,-0.0827461,5.004e-07
55,17:28:38,-0.0945105,5.004e-07
56,17:28:48,-0.0945105,5.004e-07
57,17:29:01,-0.106275,5.004e-07
58,17:29:11,-0.118039,5.004e-07
59,17:29:21,-0.0827461,5.004e-07
60,17:29:34,-0.106275,5.004e-07
61,17:29:44,-0.0945105,5.004e-07
62,17:29:54,-0.106275,5.004e-07
63,17:30:07,-0.0827461,5.004e-07
64,17:30:17,-0.0945105,5.004e-07
65,17:30:27,-0.0945105,5.004e-07
66,17:30:40,-0.0945105,5.004e-07
67,17:30:50,-0.0945105,5.004e-07
68,17:31:00,-0.0945105,5.004e-07
69,17:31:13,-0.106275,5.004e-07
70,17:31:23,-0.0945105,5.004e-07
71,17:31:33,-0.0827461,5.004e-07
72,17:31:46,-0.0945105,5.004e-07
73,17:31:56,-0.0945105,5.004e-07
74,17:32:06,-0.118039,5.004e-07
75,17:33:37,-0.0945105,5.004e-07
76,17:33:47,-0.141568,5.004e-07
77,17:33:57,-0.0827461,5.004e-07
78,17:34:10,-0.0827461,5.004e-07
79,17:34:20,-0.0945105,5.004e-07
80,17:34:30,-0.0827461,5.004e-07
81,17:34:43,-0.106275,5.004e-07
82,17:34:53,-0.106275,5.004e-07
83,17:35:03,-0.0827461,5.004e-07
84,17:35:16,-0.106275,5.004e-07
85,17:35:26,-0.0945105,5.004e-07
86,17:35:36,-0.0827461,5.004e-07
87,17:35:49,-0.106275,5.004e-07
88,17:35:59,-0.0945105,5.004e-07
89,17:36:09,-0.0945105,5.004e-07
90,17:36:22,-0.0945105,5.004e-07
