618,20:15:36,-4.91791
619,20:15:46,-0.141568
620,20:15:56,-2.92973
missing--->
missing--->
623,20:16:29,-0.129804
624,20:16:42,-0.4945
625,20:16:52,-0.106275
missing--->
missing--->
missing--->
missing--->
missing--->
missing--->
missing--->
missing--->
missing--->
missing--->
missing--->
missing--->
missing--->
missing--->
missing--->
missing--->
642,20:20:00,-0.118039
missing--->
missing--->
missing--->
646,20:20:43,-0.118039
missing--->
missing--->
missing--->
missing--->
missing--->
missing--->
missing--->
654,20:24:02,-0.118039
missing--->
missing--->
missing--->
missing--->
missing--->
missing--->
missing--->
662,20:25:50,-0.106275
663,20:26:13,-0.118039
664,20:26:23,-0.129804
665,20:26:33,-0.106275
666,20:26:56,-0.118039
667,20:27:06,-0.118039
668,20:27:16,-0.118039
missing--->
670,20:27:49,-0.106275
missing--->
672,20:28:22,-0.106275
673,20:28:32,-0.118039
674,20:28:42,-0.129804
675,20:29:06,-0.106275
676,20:29:16,-0.106275
677,20:29:26,-0.106275
678,20:29:50,-0.106275
679,20:30:00,-0.129804
680,20:30:10,-0.118039
681,20:32:35,-0.118039, scan17
682,20:32:45,-0.212154
683,20:32:55,-0.118039
684,20:33:18,-0.118039
685,20:33:28,-2.29445
686,20:33:38,-0.118039
687,20:34:01,-0.106275
688,20:34:11,-0.129804
689,20:34:21,-0.118039
690,20:34:45,-0.118039
691,20:34:55,-0.118039
692,20:35:05,-0.118039
693,20:37:32,-0.118039, scan18
694,20:37:42,-0.118039
695,20:37:52,-0.118039
696,20:38:05,-0.118039
697,20:38:15,-0.106275
698,20:38:25,-0.118039
699,20:38:38,-0.129804
700,20:38:48,-0.118039
701,20:38:58,-0.118039
702,20:39:11,-0.118039
703,20:39:21,-0.118039
704,20:39:31,-0.141568
705,20:39:44,-0.118039
706,20:39:54,-0.129804
707,20:40:04,-0.129804
708,20:40:17,-0.118039
709,20:40:27,-0.118039
710,20:40:37,-0.118039
711,20:40:50,-0.118039
712,20:41:00,-0.106275
713,20:41:10,-0.565086
714,20:41:23,-6.20023
715,20:41:33,-0.153332
716,20:41:43,-0.106275
717,20:41:56,-0.270976
718,20:42:06,-0.106275
719,20:42:16,-0.365092
720,20:42:29,-0.118039
721,20:42:39,-0.188626
722,20:42:49,-0.106275
723,20:43:02,-0.129804
724,20:43:12,-0.118039
725,20:43:22,-0.118039
726,20:45:39,-0.129804, scan19
727,20:45:49,-0.188626
728,20:45:59,-16.6235
729,20:46:09,-0.118039
730,20:46:19,-19.9646
731,20:46:29,-0.506264
732,20:46:39,-0.129804
733,20:46:49,-36.1641
734,20:46:59,-1.28271
735,20:47:09,-8.41194
736,20:47:19,-31.4231
737,20:47:29,-0.106275
738,20:47:39,-7.54137
739,20:47:49,-9.08251
740,20:47:59,-0.0945105
741,20:48:09,-24.7527
742,20:48:19,-0.376856
743,20:48:29,-0.118039
744,20:48:39,-13.6589
745,20:48:49,-0.20039
746,20:48:59,-0.118039
747,20:49:10,-24.5056
748,20:49:20,-0.106275
749,20:49:30,-3.58854
750,20:49:40,-0.600379
751,20:49:50,-0.118039
752,20:50:00,-0.20039
753,20:50:10,-6.77669
754,20:50:20,-0.118039
755,20:50:30,-0.141568
756,20:50:40,-0.118039
757,20:50:50,-0.118039
758,20:51:00,-13.5177
759,20:51:10,-0.118039
760,20:51:20,-0.97684
761,20:51:30,-0.906254
762,20:51:40,-0.118039
763,20:51:50,-34.4465
764,20:52:00,-0.118039
765,20:52:10,-0.118039
766,20:52:20,-0.118039
767,20:52:30,-0.0945105
768,20:52:40,-0.0945105
769,20:52:50,-0.129804
770,20:53:00,-0.106275
771,20:53:10,-1.23566
772,20:53:20,-0.118039
773,20:53:30,-0.118039
