774,20:53:40,-0.129804
775,20:53:50,-0.106275
776,20:54:57,-0.106275, scan 20
777,20:55:07,-0.118039
778,20:55:17,-0.0945105
779,20:55:28,-0.106275
780,20:55:38,-0.118039
781,20:55:48,-0.118039
782,20:55:58,-0.106275
783,20:56:08,-0.176861
784,20:56:18,-0.106275
785,20:56:28,-0.106275
786,20:56:38,-0.106275
787,20:56:48,-0.118039
788,20:56:58,-0.106275
789,20:57:08,-0.106275
790,20:57:18,-0.0945105
791,20:57:28,-0.106275
792,20:57:38,-0.0945105
793,20:57:48,-0.106275
794,20:57:58,-1.0239
795,20:58:08,-0.118039
796,20:58:18,-0.106275
797,20:58:28,-0.118039
798,20:58:38,-0.0945105
799,20:58:48,-0.106275
800,20:58:58,-0.118039
801,20:59:08,-0.106275
802,20:59:18,-0.729788
803,20:59:28,-0.118039
804,20:59:38,-0.106275
805,20:59:48,-0.365092
806,20:59:58,-0.106275
807,21:00:08,-0.106275
808,21:00:18,-11.9295
809,21:00:28,-0.141568
810,21:00:39,-0.0945105
811,21:00:49,-0.0945105
812,21:00:59,-0.106275
813,21:01:09,-4.41204
814,21:01:19,-0.106275
815,21:01:29,-0.118039
816,21:01:39,-3.02385
817,21:01:49,-0.106275
818,21:01:59,-0.118039
819,21:02:09,-0.118039
820,21:02:19,-0.118039
821,21:02:29,-0.0945105
822,21:02:39,-0.118039
823,21:02:49,-0.0945105
824,21:02:59,-0.106275
825,21:03:09,-0.0945105
826,21:33:41,-0.188626, scan21
827,21:33:51,-0.706259
828,21:34:02,-0.565086
829,21:34:12,-15.9529
830,21:34:22,-0.129804
831,21:34:32,-0.153332
832,21:34:42,-0.129804
833,21:34:52,-0.118039
834,21:35:02,-9.87072
835,21:35:12,-0.118039
836,21:35:22,-0.106275
837,21:35:32,-3.1062
838,21:35:42,-0.129804
839,21:35:52,-0.141568
840,21:36:02,-0.118039
841,21:36:12,-3.16502
842,21:36:22,-0.129804
843,21:36:32,-0.153332
844,21:36:42,-0.106275
845,21:36:52,-0.118039
846,21:37:02,-0.106275
847,21:37:12,-27.882
848,21:37:22,-0.141568
849,21:37:32,-2.5415
850,21:37:42,-0.118039
851,21:37:52,-0.129804
852,21:38:02,-3.35325
853,21:38:12,-0.106275
854,21:38:22,-0.118039
855,21:38:32,-0.118039
856,21:38:42,-0.118039
857,21:38:52,-0.118039
858,21:39:02,-0.118039
859,21:39:13,-0.118039
860,21:39:23,-0.776845
861,21:39:33,-0.118039
862,21:39:43,-0.106275
863,21:39:53,-32.1878
864,21:40:03,-0.118039
865,21:40:13,-0.118039
866,21:40:23,-0.118039
867,21:40:33,-0.141568
868,21:40:43,-2.24739
869,21:40:53,-0.106275
870,21:41:03,-0.129804
871,21:41:13,-0.118039
872,21:41:23,-0.129804
873,21:41:33,-0.118039
874,21:41:43,-0.0945105
875,21:41:53,-0.106275
