0,16:07:00,-0.0754502,-6.67475e-08,5.0004e-06
1,16:07:10,-0.108391,-1.26232e-07,5.0004e-06
2,16:07:20,-0.0848618,-7.24868e-08,5.0004e-06
3,16:07:30,-0.080156,-6.10237e-08,5.0004e-06
4,16:07:40,-0.0754502,-6.08368e-08,5.0004e-06
5,16:09:58,-0.0707445,-7.97342e-09,5.0004e-06
6,16:10:08,-0.0707445,-5.91255e-08,5.0004e-06
7,16:10:18,-0.0895675,-5.04924e-08,5.0004e-06
8,16:10:39,-0.0660387,5.23533e-10,5.0004e-06
9,16:10:49,-0.150742,-1.73053e-07,5.0004e-06
10,16:10:59,-0.0707445,-3.0381e-08,5.0004e-06
11,16:11:17,-3.93417,-1.73757e-05,5.0004e-06
12,16:11:27,-2.00481,-1.9893e-06,5.0004e-06
13,16:11:37,-11.6469,-5.05348e-05,5.0004e-06
14,16:11:58,-5.96706,-2.56327e-05,5.0004e-06
15,16:12:08,-4.62592,-1.98934e-05,5.0004e-06
16,16:12:18,-4.6071,-1.97731e-05,5.0004e-06
17,16:18:22,-1.56247,-5.53716e-07,5.0004e-06
18,16:18:32,-0.997779,-1.64692e-07,5.0004e-06
19,16:18:42,-2.68244,-5.99435e-06,5.0004e-06
20,16:20:45,-5.05877,-2.11342e-05,5.0004e-06
21,16:20:55,-7.20224,-3.04371e-05,5.0004e-06
22,16:21:05,-2.05657,-2.56271e-06,5.0004e-06
23,16:30:38,-4.98826,-1.64811e-05,5.0004e-06
24,16:30:48,-2.3201,-2.70211e-06,5.0004e-06
25,16:30:58,-0.146037,-6.273e-08,5.0004e-06
26,16:31:09,-4.60239,-1.51984e-05,5.0004e-06
27,16:32:49,-0.0754502,-5.11676e-08,5.0004e-06
28,16:32:59,-5.56236,-2.48121e-05,5.0004e-06
29,16:33:19,-2.22598,-3.81047e-06,5.0004e-06
30,16:33:29,-0.207211,-5.87847e-08,5.0004e-06
31,16:33:39,-0.329561,-7.98866e-08,5.0004e-06
32,16:33:49,-0.0754502,-5.17014e-08,5.0004e-06
33,16:33:59,-0.0707445,-5.15416e-08,5.0004e-06
34,16:34:09,-0.080156,-3.00358e-08,5.0004e-06
35,16:34:19,-0.080156,-4.68721e-08,5.0004e-06
36,16:34:29,-0.080156,-4.78032e-08,5.0004e-06
37,16:34:39,-0.080156,-7.8121e-08,5.0004e-06
38,16:34:49,-0.0754502,-3.25374e-08,5.0004e-06
39,16:34:59,-0.080156,-6.53352e-08,5.0004e-06
40,16:35:09,-0.0754502,-4.23575e-08,5.0004e-06
41,16:35:19,-0.0707445,-3.84704e-08,5.0004e-06
42,16:59:55,-1.68482,-1.46427e-06,5.0004e-06
43,17:00:05,-8.31523,-3.54335e-05,5.0004e-06
44,17:00:15,-0.0848618,-9.28409e-08,5.0004e-06
45,17:00:25,-1.37424,-1.51667e-06,5.0004e-06
46,17:00:35,-0.061333,-5.75001e-09,5.0004e-06
47,17:00:45,-0.080156,-5.35563e-08,5.0004e-06
48,17:00:56,-0.080156,-2.32291e-08,5.0004e-06
49,17:01:06,-0.0707445,-2.11949e-08,5.0004e-06
50,17:01:16,-0.0895675,-6.23551e-08,5.0004e-06
51,17:01:26,-0.080156,-3.84172e-08,5.0004e-06
52,17:03:19,-0.0754502,-5.45365e-08,5.0004e-06
53,17:03:29,-0.0895675,-6.49684e-08,5.0004e-06
54,17:03:39,-0.0754502,-3.78498e-08,5.0004e-06
55,17:03:49,-0.0660387,-1.45046e-08,5.0004e-06
56,17:03:59,-0.0848618,-5.73447e-08,5.0004e-06
57,17:04:09,-0.0754502,-4.74918e-08,5.0004e-06
