,1.333446081,0.43,0.005733818148
,-3.261145574,0.43,-0.01402292597
,48.92580364,0.32,0.1565625716
,9.512674337,0.39,0.03709942991
,18.32224789,0.32,0.05863119325
,-6.890187429,0.24,-0.01653644983
,55.06337276,0.15,0.08259505914
,42.17940986,0.32,0.1349741116
,63.99802391,0.39,0.2495922932
,68.1786544,0.32,0.2181716941
,8.906349588,,0
,24.67242686,0.76,0.1875104441
,61.41435374,0.48,0.294788898
,60.98812328,0.57,0.3476323027
,62.92075218,0.49,0.3083116857
,50.99184894,0.17,0.0866861432
,6.405229915,0.32,0.02049673573
,101.2203874,0.30,0.3036611622
,46.94357197,0.31,0.1455250731
,35.23954796,1.45,0.5109734454
,80.23364831,0.36,0.2888411339
,76.19636083,0.78,0.5943316145
,145.1348088,0.54,0.7837279675
,51.2217992,0.23,0.1178101382
,10.15973909,0.45,0.04571882591
,112.8608589,0.40,0.4514434356
,60.3679856,1.05,0.6338638488
,50.06194279,0.55,0.2753406853
,50.06194279,0.19,0.0951176913
,9.548099721,0.33,0.03150872908
,18.95303997,1.28,0.2425989116
,45.86138968,0.52,0.2384792263
,46.32718261,0.24,0.1111852383
,15.27782567,0.16,0.02444452107
,50.21111152,0.36,0.1807600015
,2.495524956,0.36,0.008983889842
,119.7969193,0.62,0.7427408997
,1.222527522,0.24,0.002934066053
,8.750651335,0.57,0.04987871261
,-6.68719319,0.43,-0.02875493072
,8.273634827,1.39,0.1150035241
,60.14273531,0.39,0.2345566677
,43.76467471,0.39,0.1706822314
,98.68129962,,0
,46.07761452,,0
,120.1785187,,0
,48.80937599,,0
,48.80937599,0.89,0.4344034463
,7.536244264,1.05,0.07913056477
,52.25974993,0.40,0.2090389997
,44.09715559,0.38,0.1675691912
,45.50078213,0.75,0.341255866
,2.707611446,0.21,0.005685984037
,0.601571671,0.84,0.005053202036
,-3.079813442,0.57,-0.01755493662
,0.446985764,0.38,0.001698545903
,4.43145397,0.39,0.01728267048
,-0.694551479,0.38,-0.00263929562
,-3.741701414,0.38,-0.01421846537
,6.53749867,0.38,0.02484249495
,2.905712859,0.40,0.01162285144
,-4.137209935,0.43,-0.01779000272
,-2.690164972,0.40,-0.01076065989
,3.715269789,0.38,0.0141180252
,-1.147133504,0.39,-0.004473820666
,-1.249272432,0.44,-0.005496798701
,-5.042218096,0.40,-0.02016887238
,1.159054111,0.40,0.004636216444
,-5.430841887,0.44,-0.0238957043
,6.902398916,0.39,0.02691935577
,-0.689937448,0.38,-0.002621762302
,-1.358267707,0.39,-0.005297244057
,0.986682303,0.41,0.004045397442
,-2.62576022,0.76,-0.01995577767
,5.782691081,0.38,0.02197422611
,3.655079856,0.39,0.01425481144
