-0.221329,23.27939344,0.00,0.00
-0.202506,72.61772056,0.00,0.00
-0.324855,96.21161315,0.00,0.00
-0.122508,132.2348793,0.00,0.00
,2.577255704,0.00,0.00
-0.141331,8.740189055,0.00,0.00
-0.061333,-3.077336871,0.00,0.00
-0.117802,-7.815627879,0.00,0.00
-0.169565,17.71571583,0.00,0.00
-0.131919,-20.83245131,0.00,0.00
-0.155448,-4.50117537,0.00,0.00
-0.0848618,14.74696919,0.00,0.00
-0.0660387,-11.88066499,0.00,0.00
-0.0754502,7.818225188,0.00,0.00
-0.0660387,-16.66348425,0.00,0.00
-0.108391,-8.600540352,0.00,0.00
-0.207211,13.39652471,0.00,0.00
-0.146037,11.5722123,0.00,0.00
-0.127214,-7.233712324,0.00,0.00
-0.131919,-12.94616299,0.00,0.00
-0.127214,-2.368922279,0.00,0.00
-0.146037,-17.60254172,0.00,0.00
-0.061333,17.58049232,0.00,0.00
-0.0754502,-13.88241877,0.00,0.00
-0.061333,-0.5127485956,0.00,0.00
-0.098979,6.442787575,0.00,0.00
-0.0707445,1.333714813,0.00,0.00
-0.0660387,-6.726391632,0.00,0.00
-0.080156,4.632842679,0.00,0.00
-0.080156,1.122478415,0.00,0.00
-0.0848618,-2.877325435,0.00,0.00
-0.0754502,-20.1710112,0.00,0.00
-0.0707445,-15.01280468,0.00,0.00
-0.0754502,12.07359284,0.00,0.00
-0.0754502,5.848806507,0.00,0.00
-0.0848618,7.694702759,0.00,0.00
-0.061333,0.112133171,0.00,0.00
-0.0754502,-0.7870718313,0.00,0.00
-0.098979,-3.557706418,0.00,0.00
-0.0707445,-9.527673123,0.00,0.00
-0.0660387,-0.0003231048429,0.00,0.00
-0.0754502,-9.736999577,0.00,0.00
-0.098979,0.2331408579,0.00,0.00
-0.0754502,8.391352259,0.00,0.00
-0.0754502,2.450734274,0.00,0.00
-0.122508,5.332439358,0.00,0.00
-0.061333,-2.557086627,0.00,0.00
-0.098979,-1.49264194,0.00,0.00
-0.0754502,13.26938357,0.00,0.00
-0.0942733,-1.15636232,0.00,0.00
-0.0707445,6.462415622,0.00,0.00
-0.080156,5.833700626,0.00,0.00
-0.0848618,5.833700626,0.00,0.00
-0.0754502,-11.26131108,0.00,0.00
-0.061333,3.988374378,0.00,0.00
-0.0707445,5.997134413,0.00,0.00
-0.0660387,11.17069015,0.00,0.00
-0.0754502,-8.771135253,0.00,0.00
-0.113096,1.128345812,0.00,0.00
-0.0754502,0.4606798891,0.00,0.00
-0.0707445,15.23400282,0.00,0.00
-0.0942733,-2.857760498,0.00,0.00
-0.0707445,8.09313815,0.00,0.00
-0.0707445,2.843316441,0.00,0.00
-0.061333,-1.07999525,0.00,0.00
-0.061333,2.025269583,0.00,0.00
-0.103685,1.085025303,0.00,0.00
-0.061333,1.919213936,0.00,0.00
-0.0707445,-6.943050482,0.00,0.00
-0.080156,18.47815171,0.00,0.00
-0.0707445,-10.89981116,0.00,0.00
-0.0566272,-1.55336935,0.00,0.00
-0.0754502,2.88183696,0.00,0.00
-0.0660387,-1.748327362,0.00,0.00
-0.0754502,-2.154446735,0.00,0.00
-0.103685,9.90221897,0.00,0.00
-0.0754502,-13.6328578,0.00,0.00
-0.0754502,11.63065653,0.00,0.00
-0.0754502,0.8793808512,0.00,0.00
-0.0660387,6.558413366,0.00,0.00
-0.080156,7.513392685,0.00,0.00
-0.0754502,2.267759641,0.00,0.00
-0.0660387,5.616927758,0.00,0.00
-0.061333,-0.4394183685,0.00,0.00
-0.0660387,-3.448899461,0.00,0.00
-0.061333,-7.923075099,0.00,0.00
-0.0707445,-3.55185226,0.00,0.00
-0.0942733,17.18155911,0.00,0.00
-0.0660387,-10.93034707,0.00,0.00
-0.0754502,17.79900391,0.00,0.00
-0.0707445,12.19568626,0.00,0.00
