LECROYWS4104HD,18971,Waveform
Segments,1,SegmentSize,24951
Segment,TrigTime,TimeSinceSegment1
#1,10-Mar-2025 17:14:46,0                 
Time,Ampl
-4.029835e-006,-0.000357454109
-4.029435e-006,-0.000360395208
-4.029035e-006,-0.000366277406
-4.028635e-006,-0.000369218505
-4.028235e-006,-0.000372159604
-4.027835e-006,-0.000375100703
-4.027435e-006,-0.000378041802
-4.027035e-006,-0.000380982901
-4.026635e-006,-0.000380982901
-4.026235e-006,-0.000383924
-4.025835e-006,-0.000386865099
-4.025435e-006,-0.000386865099
-4.025035e-006,-0.000386865099
-4.024635e-006,-0.000386865099
-4.024235e-006,-0.000386865099
-4.023835e-006,-0.000386865099
-4.023435e-006,-0.000386865099
-4.023035e-006,-0.000383924
-4.022635e-006,-0.000383924
-4.022235e-006,-0.000380982901
-4.021835e-006,-0.000380982901
-4.021435e-006,-0.000378041802
-4.021035e-006,-0.000375100703
-4.020635e-006,-0.000375100703
-4.020235e-006,-0.000372159604
-4.019835e-006,-0.000369218505
-4.019435e-006,-0.000366277406
-4.019035e-006,-0.000366277406
-4.018635e-006,-0.000363336307
-4.018235e-006,-0.000360395208
-4.017835e-006,-0.000360395208
-4.017435e-006,-0.000357454109
-4.017035e-006,-0.000357454109
-4.016635e-006,-0.00035451301
-4.016235e-006,-0.00035451301
-4.015835e-006,-0.000351571912
-4.015435e-006,-0.000351571912
-4.015035e-006,-0.000351571912
-4.014635e-006,-0.000351571912
-4.014235e-006,-0.000351571912
-4.013835e-006,-0.000351571912
-4.013435e-006,-0.000351571912
-4.013035e-006,-0.000351571912
-4.012635e-006,-0.000351571912
-4.012235e-006,-0.000351571912
-4.011835e-006,-0.00035451301
-4.011435e-006,-0.00035451301
-4.011035e-006,-0.000357454109
-4.010635e-006,-0.000357454109
-4.010235e-006,-0.000360395208
-4.009835e-006,-0.000363336307
-4.009435e-006,-0.000366277406
-4.009035e-006,-0.000369218505
-4.008635e-006,-0.000372159604
-4.008235e-006,-0.000372159604
-4.007835e-006,-0.000375100703
-4.007435e-006,-0.000378041802
-4.007035e-006,-0.000380982901
-4.006635e-006,-0.000383924
-4.006235e-006,-0.000386865099
-4.005835e-006,-0.000389806198
-4.005435e-006,-0.000392747297
-4.005035e-006,-0.000395688396
-4.004635e-006,-0.000398629495
-4.004235e-006,-0.000401570594
-4.003835e-006,-0.000401570594
-4.003435e-006,-0.000404511693
-4.003035e-006,-0.000404511693
-4.002635e-006,-0.000404511693
-4.002235e-006,-0.000404511693
-4.001835e-006,-0.000407452792
-4.001435e-006,-0.000407452792
-4.001035e-006,-0.000407452792
-4.000635e-006,-0.000404511693
-4.000235e-006,-0.000404511693
-3.999835e-006,-0.000404511693
-3.999435e-006,-0.000404511693
-3.999035e-006,-0.000404511693
-3.998635e-006,-0.000401570594
-3.998235e-006,-0.000401570594
-3.997835e-006,-0.000401570594
-3.997435e-006,-0.000398629495
-3.997035e-006,-0.000398629495
-3.996635e-006,-0.000398629495
-3.996235e-006,-0.000395688396
-3.995835e-006,-0.000395688396
-3.995435e-006,-0.000395688396
-3.995035e-006,-0.000395688396
-3.994635e-006,-0.000395688396
-3.994235e-006,-0.000395688396
-3.993835e-006,-0.000395688396
-3.993435e-006,-0.000398629495
-3.993035e-006,-0.000398629495
-3.992635e-006,-0.000398629495
-3.992235e-006,-0.000398629495
-3.991835e-006,-0.000401570594
-3.991435e-006,-0.000401570594
-3.991035e-006,-0.000404511693
-3.990635e-006,-0.000404511693
-3.990235e-006,-0.000407452792
-3.989835e-006,-0.000410393891
-3.989435e-006,-0.00041333499
-3.989035e-006,-0.000416276089
-3.988635e-006,-0.000419217188
-3.988235e-006,-0.000422158287
-3.987835e-006,-0.000425099386
-3.987435e-006,-0.000428040485
-3.987035e-006,-0.000428040485
-3.986635e-006,-0.000430981584
-3.986235e-006,-0.000433922683
-3.985835e-006,-0.000436863781
-3.985435e-006,-0.00043980488
-3.985035e-006,-0.000442745979
-3.984635e-006,-0.000445687078
-3.984235e-006,-0.000445687078
-3.983835e-006,-0.000448628177
-3.983435e-006,-0.000448628177
-3.983035e-006,-0.000451569276
-3.982635e-006,-0.000451569276
-3.982235e-006,-0.000451569276
-3.981835e-006,-0.000451569276
-3.981435e-006,-0.000451569276
-3.981035e-006,-0.000451569276
-3.980635e-006,-0.000448628177
-3.980235e-006,-0.000448628177
-3.979835e-006,-0.000448628177
-3.979435e-006,-0.000445687078
-3.979035e-006,-0.000445687078
-3.978635e-006,-0.000445687078
-3.978235e-006,-0.000442745979
-3.977835e-006,-0.00043980488
-3.977435e-006,-0.00043980488
-3.977035e-006,-0.000436863781
-3.976635e-006,-0.000433922683
-3.976235e-006,-0.000430981584
-3.975835e-006,-0.000430981584
-3.975435e-006,-0.000428040485
-3.975035e-006,-0.000425099386
-3.974635e-006,-0.000422158287
-3.974235e-006,-0.000419217188
-3.973835e-006,-0.000419217188
-3.973435e-006,-0.000416276089
-3.973035e-006,-0.00041333499
-3.972635e-006,-0.000410393891
-3.972235e-006,-0.000407452792
-3.971835e-006,-0.000404511693
-3.971435e-006,-0.000401570594
-3.971035e-006,-0.000398629495
-3.970635e-006,-0.000395688396
-3.970235e-006,-0.000392747297
-3.969835e-006,-0.000389806198
-3.969435e-006,-0.000386865099
-3.969035e-006,-0.000386865099
-3.968635e-006,-0.000383924
-3.968235e-006,-0.000380982901
-3.967835e-006,-0.000380982901
-3.967435e-006,-0.000378041802
-3.967035e-006,-0.000375100703
-3.966635e-006,-0.000375100703
-3.966235e-006,-0.000375100703
-3.965835e-006,-0.000372159604
-3.965435e-006,-0.000372159604
-3.965035e-006,-0.000372159604
-3.964635e-006,-0.000372159604
-3.964235e-006,-0.000372159604
-3.963835e-006,-0.000372159604
