Time,Channel B
(ns),(mV)

-100.99999470,-9.63582600
-100.49999472,-9.76562400
-99.99999473,-9.82344900
-99.49999474,-9.81237700
-98.99999476,-9.80745600
-98.49999477,-9.79638200
-97.99999479,-9.84867000
-97.49999480,-9.95632300
-96.99999481,-10.00861000
-96.49999483,-9.99753900
-95.99999484,-10.00062000
-95.49999486,-10.02215000
-94.99999487,-9.91818300
-94.49999488,-9.70164800
-93.99999490,-9.59768700
-93.49999491,-9.61921700
-92.99999493,-9.62229300
-92.49999494,-9.61122000
-91.99999496,-9.66043300
-91.49999497,-9.75762700
-90.99999498,-9.86220500
-90.49999500,-9.95939900
-89.99999501,-10.01169000
-89.49999503,-10.01169000
-88.99999504,-9.95632300
-88.49999505,-9.84867000
-87.99999507,-9.79330700
-87.49999508,-9.79330700
-86.99999510,-9.85420700
-86.49999511,-9.98400600
-85.99999513,-9.93171700
-85.49999514,-9.70472400
-84.99999515,-9.59215000
-84.49999517,-9.59215000
-83.99999518,-9.70164800
-83.49999520,-9.91818300
-82.99999521,-10.02215000
-82.49999522,-10.00062000
-81.99999524,-9.99753900
-81.49999525,-10.00861000
-80.99999527,-9.95632300
-80.49999528,-9.84867000
-79.99999529,-9.79330700
-79.49999531,-9.79330700
-78.99999532,-9.85113100
-78.49999534,-9.97047100
-77.99999535,-9.97047100
-77.49999537,-9.85113100
-76.99999538,-9.79638200
-76.49999539,-9.80745600
-75.99999541,-9.80991600
-75.49999542,-9.80991600
-74.99999544,-9.80745600
-74.49999545,-9.79638200
-73.99999546,-9.85420700
-73.49999548,-9.98400600
-72.99999549,-9.92864100
-72.49999551,-9.69119100
-71.99999552,-9.63029000
-71.49999554,-9.73855800
-70.99999555,-9.90895600
-70.49999556,-10.14702000
-69.99999558,-10.09473000
-69.49999559,-9.75947300
-68.99999561,-9.53986200
-68.49999562,-9.44266700
-67.99999563,-9.50049200
-67.49999565,-9.71641300
-66.99999566,-9.87573700
-66.49999568,-9.96186000
-65.99999569,-10.00861000
-65.49999571,-9.99753900
-64.99999572,-9.99507800
-64.49999573,-9.99507800
-63.99999575,-9.99261800
-63.49999576,-9.98154500
-62.99999578,-10.04183000
-62.49999579,-10.18270000
-61.99999580,-10.07566000
-61.49999582,-9.72933000
-60.99999583,-9.62229300
-60.49999585,-9.76316400
-59.99999586,-9.81791200
-59.49999587,-9.78531000
-58.99999589,-9.88988600
-58.49999590,-10.11688000
-57.99999592,-10.17470000
