Time,Channel B
(ns),(mV)

-100.99999470,-9.82344900
-100.49999472,-9.81237700
-99.99999473,-9.80437900
-99.49999474,-9.78284900
-98.99999476,-9.89234600
-98.49999477,-10.13041000
-97.99999479,-10.13349000
-97.49999480,-9.90649500
-96.99999481,-9.73855800
-96.49999483,-9.63029000
-95.99999484,-9.68565500
-95.49999486,-9.90157400
-94.99999487,-10.06398000
-94.49999488,-10.16117000
-93.99999490,-10.15563000
-93.49999491,-10.03629000
-92.99999493,-9.98400600
-92.49999494,-10.00615000
-91.99999496,-9.95386200
-91.49999497,-9.83452200
-90.99999498,-9.84005800
-90.49999500,-9.98092900
-89.99999501,-9.92618100
-89.49999503,-9.67704200
-88.99999504,-9.67704200
-88.49999505,-9.92618100
-87.99999507,-9.98646600
-87.49999508,-9.86774200
-86.99999510,-9.75762700
-86.49999511,-9.66043300
-85.99999513,-9.61122000
-85.49999514,-9.62229300
-84.99999515,-9.62229300
-84.49999517,-9.61122000
-83.99999518,-9.66043300
-83.49999520,-9.75762700
-82.99999521,-9.86466500
-82.49999522,-9.97293300
-81.99999524,-9.97293300
-81.49999525,-9.86466500
-80.99999527,-9.75209100
-80.49999528,-9.63336600
-79.99999529,-9.68811500
-79.49999531,-9.91510800
-78.99999532,-10.02215000
-78.49999534,-10.00062000
-77.99999535,-10.00062000
-77.49999537,-10.02215000
-76.99999538,-9.92064400
-76.49999539,-9.71579600
-75.99999541,-9.55339500
-75.49999542,-9.44512700
-74.99999544,-9.50602800
-74.49999545,-9.74347900
-73.99999546,-9.79576800
-73.49999548,-9.65489600
-72.99999549,-9.64936000
-72.49999551,-9.76870100
-71.99999552,-9.82098900
-71.49999554,-9.79884200
-70.99999555,-9.84313500
-70.49999556,-9.92925600
-69.99999558,-10.09166000
-69.49999559,-10.31865000
-68.99999561,-10.31557000
-68.49999562,-10.07751000
-67.99999563,-9.96801100
-67.49999565,-9.98954200
-66.99999566,-10.00062000
-66.49999568,-10.02215000
-65.99999569,-9.91818300
-65.49999571,-9.70164800
-64.99999572,-9.58661400
-64.49999573,-9.56446800
-63.99999575,-9.78469400
-63.49999576,-10.23868000
-62.99999578,-10.34264000
-62.49999579,-10.08305000
-61.99999580,-9.97047100
-61.49999582,-10.00308000
-60.99999583,-9.95632300
-60.49999585,-9.84867000
-59.99999586,-9.79330700
-59.49999587,-9.79330700
-58.99999589,-9.85420700
-58.49999590,-9.98400600
-57.99999592,-9.92618100
