Time,Channel B
(ns),(mV)

-100.99999470,-9.86220500
-100.49999472,-9.95939900
-99.99999473,-10.01415000
-99.49999474,-10.02522000
-98.99999476,-9.91510800
-98.49999477,-9.68811500
-97.99999479,-9.63336600
-97.49999480,-9.75209100
-96.99999481,-9.86466500
-96.49999483,-9.97293300
-95.99999484,-9.97047100
-95.49999486,-9.85113100
-94.99999487,-9.79638200
-94.49999488,-9.80745600
-93.99999490,-9.80991600
-93.49999491,-9.80991600
-92.99999493,-9.80745600
-92.49999494,-9.79638200
-91.99999496,-9.85666800
-91.49999497,-9.99753900
-90.99999498,-9.89296200
-90.49999500,-9.55770100
-89.99999501,-9.39283900
-89.49999503,-9.40391200
-88.99999504,-9.51402500
-88.49999505,-9.71887300
-87.99999507,-9.87881400
-87.49999508,-9.97600800
-86.99999510,-9.97047100
-86.49999511,-9.85113100
-85.99999513,-9.79330700
-85.49999514,-9.79330700
-84.99999515,-9.84867000
-84.49999517,-9.95632300
-83.99999518,-10.01169000
-83.49999520,-10.01169000
-82.99999521,-9.95632300
-82.49999522,-9.84867000
-81.99999524,-9.79330700
-81.49999525,-9.79330700
-80.99999527,-9.84867000
-80.49999528,-9.95632300
-79.99999529,-10.00861000
-79.49999531,-9.99753900
-78.99999532,-9.99753900
-78.49999534,-10.00861000
-77.99999535,-9.95386200
-77.49999537,-9.83452200
-76.99999538,-9.83452200
-76.49999539,-9.95386200
-75.99999541,-10.01968000
-75.49999542,-10.05229000
-74.99999544,-9.83821400
-74.49999545,-9.39468400
-73.99999546,-9.22982200
-73.49999548,-9.34916300
-72.99999549,-9.56877400
-72.49999551,-9.88188800
-71.99999552,-10.03875000
-71.49999554,-10.01722000
-70.99999555,-9.95632300
-70.49999556,-9.84867000
-69.99999558,-9.79330700
-69.49999559,-9.79330700
-68.99999561,-9.84867000
-68.49999562,-9.95632300
-67.99999563,-10.01169000
-67.49999565,-10.01169000
-66.99999566,-9.95386200
-66.49999568,-9.83452200
-65.99999569,-9.83452200
-65.49999571,-9.95386200
-64.99999572,-10.00861000
-64.49999573,-9.99753900
-63.99999575,-10.00062000
-63.49999576,-10.02215000
-62.99999578,-9.91510800
-62.49999579,-9.68811500
-61.99999580,-9.63582600
-61.49999582,-9.76562400
-60.99999583,-9.82098900
-60.49999585,-9.79884200
-59.99999586,-9.85420700
-59.49999587,-9.98400600
-58.99999589,-9.93171700
-58.49999590,-9.70472400
-57.99999592,-9.59215000
