Time,Channel B
(ns),(mV)

-100.99999470,-9.99753900
-100.49999472,-10.00861000
-99.99999473,-9.95386200
-99.49999474,-9.83452200
-98.99999476,-9.83452200
-98.49999477,-9.95386200
-97.99999479,-10.01415000
-97.49999480,-10.02522000
-96.99999481,-9.91510800
-96.49999483,-9.68811500
-95.99999484,-9.63336600
-95.49999486,-9.75209100
-94.99999487,-9.86220500
-94.49999488,-9.95939900
-93.99999490,-10.00861000
-93.49999491,-9.99753900
-92.99999493,-9.99261800
-92.49999494,-9.98154500
-91.99999496,-10.03629000
-91.49999497,-10.15563000
-90.99999498,-10.15563000
-90.49999500,-10.03629000
-89.99999501,-9.98400600
-89.49999503,-10.00615000
-88.99999504,-9.95386200
-88.49999505,-9.83452200
-87.99999507,-9.83452200
-87.49999508,-9.95386200
-86.99999510,-10.00861000
-86.49999511,-9.99753900
-85.99999513,-9.99753900
-85.49999514,-10.00861000
-84.99999515,-9.95632300
-84.49999517,-9.84867000
-83.99999518,-9.79330700
-83.49999520,-9.79330700
-82.99999521,-9.84559500
-82.49999522,-9.94279000
-81.99999524,-10.05536000
-81.49999525,-10.18516000
-80.99999527,-10.07566000
-80.49999528,-9.72933000
-79.99999529,-9.61983200
-79.49999531,-9.74963100
-78.99999532,-9.86466500
-78.49999534,-9.97293300
-77.99999535,-9.96739700
-77.49999537,-9.83759800
-76.99999538,-9.83452200
-76.49999539,-9.95386200
-75.99999541,-10.00615000
-75.49999542,-9.98400600
-74.99999544,-10.03076000
-74.49999545,-10.12795000
-73.99999546,-10.24360000
-73.49999548,-10.38447000
-72.99999549,-10.22207000
-72.49999551,-9.76808500
-71.99999552,-9.60568300
-71.49999554,-9.74655400
-70.99999555,-9.86466500
-70.49999556,-9.97293300
-69.99999558,-9.96739700
-69.49999559,-9.83759800
-68.99999561,-9.83759800
-68.49999562,-9.96739700
-67.99999563,-9.96739700
-67.49999565,-9.83759800
-66.99999566,-9.83452200
-66.49999568,-9.95386200
-65.99999569,-10.01415000
-65.49999571,-10.02522000
-64.99999572,-9.91510800
-64.49999573,-9.68811500
-63.99999575,-9.63582600
-63.49999576,-9.76562400
-62.99999578,-9.82098900
-62.49999579,-9.79884200
-61.99999580,-9.85420700
-61.49999582,-9.98400600
-60.99999583,-9.92864100
-60.49999585,-9.69119100
-59.99999586,-9.63336600
-59.49999587,-9.75209100
-58.99999589,-9.86220500
-58.49999590,-9.95939900
-57.99999592,-10.01722000
