Time,Channel B
(ns),(mV)

-100.99999470,-9.61122000
-100.49999472,-9.62229300
-99.99999473,-9.61921700
-99.49999474,-9.59768700
-98.99999476,-9.70164800
-98.49999477,-9.91818300
-97.99999479,-10.02215000
-97.49999480,-10.00062000
-96.99999481,-9.99261800
-96.49999483,-9.98154500
-95.99999484,-10.03629000
-95.49999486,-10.15563000
-94.99999487,-10.16117000
-94.49999488,-10.06398000
-93.99999490,-9.90157400
-93.49999491,-9.68565500
-92.99999493,-9.63336600
-92.49999494,-9.75209100
-91.99999496,-9.86220500
-91.49999497,-9.95939900
-90.99999498,-10.00861000
-90.49999500,-9.99753900
-89.99999501,-9.99753900
-89.49999503,-10.00861000
-88.99999504,-9.95632300
-88.49999505,-9.84867000
-87.99999507,-9.79330700
-87.49999508,-9.79330700
-86.99999510,-9.85420700
-86.49999511,-9.98400600
-85.99999513,-9.92618100
-85.49999514,-9.67704200
-84.99999515,-9.67150600
-84.49999517,-9.89849900
-83.99999518,-10.06090000
-83.49999520,-10.14702000
-82.99999521,-10.19377000
-82.49999522,-10.18270000
-81.99999524,-10.18270000
-81.49999525,-10.19377000
-80.99999527,-10.14149000
-80.49999528,-10.03383000
-79.99999529,-9.98154500
-79.49999531,-9.99261800
-78.99999532,-9.99753900
-78.49999534,-10.00861000
-77.99999535,-9.95386200
-77.49999537,-9.83452200
-76.99999538,-9.83452200
-76.49999539,-9.95386200
-75.99999541,-10.01415000
-75.49999542,-10.02522000
-74.99999544,-9.91264700
-74.49999545,-9.67458200
-73.99999546,-9.68011800
-73.49999548,-9.93971300
-72.99999549,-9.94525100
-72.49999551,-9.70718500
-71.99999552,-9.59461100
-71.49999554,-9.60568300
-70.99999555,-9.66904400
-70.49999556,-9.79884200
-69.99999558,-9.74347900
-69.49999559,-9.50602800
-68.99999561,-9.44512700
-68.49999562,-9.55339500
-67.99999563,-9.71579600
-67.49999565,-9.92064400
-66.99999566,-10.02215000
-66.49999568,-10.00062000
-65.99999569,-9.99753900
-65.49999571,-10.00861000
-64.99999572,-9.95386200
-64.49999573,-9.83452200
-63.99999575,-9.83452200
-63.49999576,-9.95386200
-62.99999578,-10.01415000
-62.49999579,-10.02522000
-61.99999580,-9.91818300
-61.49999582,-9.70164800
-60.99999583,-9.59215000
-60.49999585,-9.59215000
-59.99999586,-9.70472400
-59.49999587,-9.93171700
-58.99999589,-9.98646600
-58.49999590,-9.86774200
-57.99999592,-9.75516700
