Time,Channel B
(ns),(mV)

-100.99999470,-10.19931000
-100.49999472,-10.21038000
-99.99999473,-10.10027000
-99.49999474,-9.87327700
-98.99999476,-9.82098900
-98.49999477,-9.95078800
-97.99999479,-10.00861000
-97.49999480,-9.99753900
-96.99999481,-9.99753900
-96.49999483,-10.00861000
-95.99999484,-9.95632300
-95.49999486,-9.84867000
-94.99999487,-9.79884200
-94.49999488,-9.82098900
-93.99999490,-9.76562400
-93.49999491,-9.63582600
-92.99999493,-9.68811500
-92.49999494,-9.91510800
-91.99999496,-10.02768000
-91.49999497,-10.02768000
-90.99999498,-9.91264700
-90.49999500,-9.67458200
-89.99999501,-9.67704200
-89.49999503,-9.92618100
-88.99999504,-9.98400600
-88.49999505,-9.85420700
-87.99999507,-9.79330700
-87.49999508,-9.79330700
-86.99999510,-9.84867000
-86.49999511,-9.95632300
-85.99999513,-10.00861000
-85.49999514,-9.99753900
-84.99999515,-10.00062000
-84.49999517,-10.02215000
-83.99999518,-9.91510800
-83.49999520,-9.68811500
-82.99999521,-9.63029000
-82.49999522,-9.73855800
-81.99999524,-9.90342000
-81.49999525,-10.11934000
-80.99999527,-10.16917000
-80.49999528,-10.03937000
-79.99999529,-9.98400600
-79.49999531,-10.00615000
-78.99999532,-9.95939900
-78.49999534,-9.86220500
-77.99999535,-9.75516700
-77.49999537,-9.64689900
-76.99999538,-9.65243500
-76.49999539,-9.78223300
-75.99999541,-9.78531000
-75.49999542,-9.66596900
-74.99999544,-9.60568300
-74.49999545,-9.59461100
-73.99999546,-9.70718500
-73.49999548,-9.94525100
-72.99999549,-9.93971300
-72.49999551,-9.68011800
-71.99999552,-9.67458200
-71.49999554,-9.91264700
-70.99999555,-10.02215000
-70.49999556,-10.00062000
-69.99999558,-9.99261800
-69.49999559,-9.98154500
-68.99999561,-10.04183000
-68.49999562,-10.18270000
-67.99999563,-10.07566000
-67.49999565,-9.72933000
-66.99999566,-9.61983200
-66.49999568,-9.74963100
-65.99999569,-9.86220500
-65.49999571,-9.95939900
-64.99999572,-10.01169000
-64.49999573,-10.01169000
-63.99999575,-9.95632300
-63.49999576,-9.84867000
-62.99999578,-9.79330700
-62.49999579,-9.79330700
-61.99999580,-9.84559500
-61.49999582,-9.94279000
-60.99999583,-10.04983000
-60.49999585,-10.15810000
-59.99999586,-10.15810000
-59.49999587,-10.04983000
-58.99999589,-9.94279000
-58.49999590,-9.84559500
-57.99999592,-9.79638200
