Time,Channel B
(ns),(mV)

-100.99999470,-9.59215000
-100.49999472,-9.59215000
-99.99999473,-9.70718500
-99.49999474,-9.94525100
-98.99999476,-9.94279000
-98.49999477,-9.69365100
-97.99999479,-9.63582600
-97.49999480,-9.76562400
-96.99999481,-9.82098900
-96.49999483,-9.79884200
-95.99999484,-9.84867000
-95.49999486,-9.95632300
-94.99999487,-10.01415000
-94.49999488,-10.02522000
-93.99999490,-9.91264700
-93.49999491,-9.67458200
-92.99999493,-9.67150600
-92.49999494,-9.89849900
-91.99999496,-10.06398000
-91.49999497,-10.16117000
-90.99999498,-10.15810000
-90.49999500,-10.04983000
-89.99999501,-9.94279000
-89.49999503,-9.84559500
-88.99999504,-9.79330700
-88.49999505,-9.79330700
-87.99999507,-9.84867000
-87.49999508,-9.95632300
-86.99999510,-10.01169000
-86.49999511,-10.01169000
-85.99999513,-9.95632300
-85.49999514,-9.84867000
-84.99999515,-9.79330700
-84.49999517,-9.79330700
-83.99999518,-9.85113100
-83.49999520,-9.97047100
-82.99999521,-9.97600800
-82.49999522,-9.87881400
-81.99999524,-9.71333600
-81.49999525,-9.48634300
-80.99999527,-9.48941900
-80.49999528,-9.72748500
-79.99999529,-9.83452200
-79.49999531,-9.80191900
-78.99999532,-9.85113100
-78.49999534,-9.97047100
-77.99999535,-9.97047100
-77.49999537,-9.85113100
-76.99999538,-9.79330700
-76.49999539,-9.79330700
-75.99999541,-9.85113100
-75.49999542,-9.97047100
-74.99999544,-9.97047100
-74.49999545,-9.85113100
-73.99999546,-9.79638200
-73.49999548,-9.80745600
-72.99999549,-9.80437900
-72.49999551,-9.78284900
-71.99999552,-9.88988600
-71.49999554,-10.11688000
-70.99999555,-10.17163000
-70.49999556,-10.05290000
-69.99999558,-9.94279000
-69.49999559,-9.84559500
-68.99999561,-9.79330700
-68.49999562,-9.79330700
-67.99999563,-9.85113100
-67.49999565,-9.97047100
-66.99999566,-9.97047100
-66.49999568,-9.85113100
-65.99999569,-9.79638200
-65.49999571,-9.80745600
-64.99999572,-9.80991600
-64.49999573,-9.80991600
-63.99999575,-9.80437900
-63.49999576,-9.78284900
-62.99999578,-9.89542300
-62.49999579,-10.14395000
-61.99999580,-10.08612000
-61.49999582,-9.71887300
-60.99999583,-9.66104800
-60.49999585,-9.90957200
-59.99999586,-10.02215000
-59.49999587,-10.00062000
-58.99999589,-9.99507800
-58.49999590,-9.99507800
-57.99999592,-9.99507800
