Time,Channel B
(ns),(mV)

-100.99999470,-9.63890200
-100.49999472,-9.77977300
-99.99999473,-9.78531000
-99.49999474,-9.66596900
-98.99999476,-9.61122000
-98.49999477,-9.62229300
-97.99999479,-9.62229300
-97.49999480,-9.61122000
-96.99999481,-9.66043300
-96.49999483,-9.75762700
-95.99999484,-9.86220500
-95.49999486,-9.95939900
-94.99999487,-10.01169000
-94.49999488,-10.01169000
-93.99999490,-9.95632300
-93.49999491,-9.84867000
-92.99999493,-9.79884200
-92.49999494,-9.82098900
-91.99999496,-9.77116100
-91.49999497,-9.66350800
-90.99999498,-9.60814500
-90.49999500,-9.60814500
-89.99999501,-9.66350800
-89.49999503,-9.77116100
-88.99999504,-9.82652600
-88.49999505,-9.82652600
-87.99999507,-9.76562400
-87.49999508,-9.63582600
-86.99999510,-9.69672700
-86.49999511,-9.95632300
-85.99999513,-9.90096000
-85.49999514,-9.53371000
-84.99999515,-9.47280900
-84.49999517,-9.71087600
-83.99999518,-9.87573700
-83.49999520,-9.96186000
-82.99999521,-10.01415000
-82.49999522,-10.02522000
-81.99999524,-9.91510800
-81.49999525,-9.68811500
-80.99999527,-9.63582600
-80.49999528,-9.76562400
-79.99999529,-9.82344900
-79.49999531,-9.81237700
-78.99999532,-9.80991600
-78.49999534,-9.80991600
-77.99999535,-9.80991600
-77.49999537,-9.80991600
-76.99999538,-9.80437900
-76.49999539,-9.78284900
-75.99999541,-9.89234600
-75.49999542,-10.13041000
-74.99999544,-10.13041000
-74.49999545,-9.89234600
-73.99999546,-9.78531000
-73.49999548,-9.81791200
-72.99999549,-9.77116100
-72.49999551,-9.66350800
-71.99999552,-9.60260800
-71.49999554,-9.58107800
-70.99999555,-9.74840100
-70.49999556,-10.10581000
-69.99999558,-10.10273000
-69.49999559,-9.73486600
-68.99999561,-9.62229300
-68.49999562,-9.76316400
-67.99999563,-9.82652600
-67.49999565,-9.82652600
-66.99999566,-9.77116100
-66.49999568,-9.66350800
-65.99999569,-9.60814500
-65.49999571,-9.60814500
-64.99999572,-9.66350800
-64.49999573,-9.77116100
-63.99999575,-9.82344900
-63.49999576,-9.81237700
-62.99999578,-9.80991600
-62.49999579,-9.80991600
-61.99999580,-9.81237700
-61.49999582,-9.82344900
-60.99999583,-9.76562400
-60.49999585,-9.63582600
-59.99999586,-9.69119100
-59.49999587,-9.92864100
-58.99999589,-9.98400600
-58.49999590,-9.85420700
-57.99999592,-9.80191900
