Time,Channel B
(ns),(mV)

-100.99999470,-9.83759800
-100.49999472,-9.96739700
-99.99999473,-9.96739700
-99.49999474,-9.83759800
-98.99999476,-9.83452200
-98.49999477,-9.95386200
-97.99999479,-10.01169000
-97.49999480,-10.01169000
-96.99999481,-9.95386200
-96.49999483,-9.83452200
-95.99999484,-9.83206100
-95.49999486,-9.94033000
-94.99999487,-10.05536000
-94.49999488,-10.18516000
-93.99999490,-10.07812000
-93.49999491,-9.74286400
-92.99999493,-9.58353800
-92.49999494,-9.61675600
-91.99999496,-9.61921700
-91.49999497,-9.59768700
-90.99999498,-9.70718500
-90.49999500,-9.94525100
-89.99999501,-9.94279000
-89.49999503,-9.69365100
-88.99999504,-9.63336600
-88.49999505,-9.75209100
-87.99999507,-9.86466500
-87.49999508,-9.97293300
-86.99999510,-9.97293300
-86.49999511,-9.86466500
-85.99999513,-9.75209100
-85.49999514,-9.63336600
-84.99999515,-9.68811500
-84.49999517,-9.91510800
-83.99999518,-10.02215000
-83.49999520,-10.00062000
-82.99999521,-10.00062000
-82.49999522,-10.02215000
-81.99999524,-9.91818300
-81.49999525,-9.70164800
-80.99999527,-9.59215000
-80.49999528,-9.59215000
-79.99999529,-9.70164800
-79.49999531,-9.91818300
-78.99999532,-10.02522000
-78.49999534,-10.01415000
-77.99999535,-9.95632300
-77.49999537,-9.84867000
-76.99999538,-9.79638200
-76.49999539,-9.80745600
-75.99999541,-9.80991600
-75.49999542,-9.80991600
-74.99999544,-9.80745600
-74.49999545,-9.79638200
-73.99999546,-9.85113100
-73.49999548,-9.97047100
-72.99999549,-9.96739700
-72.49999551,-9.83759800
-71.99999552,-9.83452200
-71.49999554,-9.95386200
-70.99999555,-10.01415000
-70.49999556,-10.02522000
-69.99999558,-9.91510800
-69.49999559,-9.68811500
-68.99999561,-9.63029000
-68.49999562,-9.73855800
-67.99999563,-9.90649500
-67.49999565,-10.13349000
-66.99999566,-10.13041000
-66.49999568,-9.89234600
-65.99999569,-9.77977300
-65.49999571,-9.79084600
-64.99999572,-9.84559500
-64.49999573,-9.94279000
-63.99999575,-10.04983000
-63.49999576,-10.15810000
-62.99999578,-10.15563000
-62.49999579,-10.03629000
-61.99999580,-9.98400600
-61.49999582,-10.00615000
-60.99999583,-9.95632300
-60.49999585,-9.84867000
-59.99999586,-9.79330700
-59.49999587,-9.79330700
-58.99999589,-9.84867000
-58.49999590,-9.95632300
-57.99999592,-10.01169000
