Time,Channel B
(ns),(mV)

-100.99999470,-10.16117000
-100.49999472,-10.06398000
-99.99999473,-9.90157400
-99.49999474,-9.68565500
-98.99999476,-9.63336600
-98.49999477,-9.75209100
-97.99999479,-9.86220500
-97.49999480,-9.95939900
-96.99999481,-10.01169000
-96.49999483,-10.01169000
-95.99999484,-9.95939900
-95.49999486,-9.86220500
-94.99999487,-9.75209100
-94.49999488,-9.63336600
-93.99999490,-9.68811500
-93.49999491,-9.91510800
-92.99999493,-10.02522000
-92.49999494,-10.01415000
-91.99999496,-9.95632300
-91.49999497,-9.84867000
-90.99999498,-9.79884200
-90.49999500,-9.82098900
-89.99999501,-9.76562400
-89.49999503,-9.63582600
-88.99999504,-9.69365100
-88.49999505,-9.94279000
-87.99999507,-9.94279000
-87.49999508,-9.69365100
-86.99999510,-9.63336600
-86.49999511,-9.75209100
-85.99999513,-9.86220500
-85.49999514,-9.95939900
-84.99999515,-10.01169000
-84.49999517,-10.01169000
-83.99999518,-9.95386200
-83.49999520,-9.83452200
-82.99999521,-9.83759800
-82.49999522,-9.96739700
-81.99999524,-9.97047100
-81.49999525,-9.85113100
-80.99999527,-9.79884200
-80.49999528,-9.82098900
-79.99999529,-9.76870100
-79.49999531,-9.64936000
-78.99999532,-9.64382400
-78.49999534,-9.74101800
-77.99999535,-9.90342000
-77.49999537,-10.11934000
-76.99999538,-10.17163000
-76.49999539,-10.05290000
-75.99999541,-9.94279000
-75.49999542,-9.84559500
-74.99999544,-9.79638200
-74.49999545,-9.80745600
-73.99999546,-9.80745600
-73.49999548,-9.79638200
-72.99999549,-9.85113100
-72.49999551,-9.97047100
-71.99999552,-9.97047100
-71.49999554,-9.85113100
-70.99999555,-9.79638200
-70.49999556,-9.80745600
-69.99999558,-9.80991600
-69.49999559,-9.80991600
-68.99999561,-9.81237700
-68.49999562,-9.82344900
-67.99999563,-9.76870100
-67.49999565,-9.64936000
-66.99999566,-9.64689900
-66.49999568,-9.75516700
-65.99999569,-9.86220500
-65.49999571,-9.95939900
-64.99999572,-10.01415000
-64.49999573,-10.02522000
-63.99999575,-9.91510800
-63.49999576,-9.68811500
-62.99999578,-9.63029000
-62.49999579,-9.73855800
-61.99999580,-9.90342000
-61.49999582,-10.11934000
-60.99999583,-10.16609000
-60.49999585,-10.02522000
-59.99999586,-10.02522000
-59.49999587,-10.16609000
-58.99999589,-10.11688000
-58.49999590,-9.88988600
-57.99999592,-9.77977300
