Time,Channel B
(ns),(mV)

-100.99999470,-9.94279000
-100.49999472,-9.69365100
-99.99999473,-9.63336600
-99.49999474,-9.75209100
-98.99999476,-9.86774200
-98.49999477,-9.98646600
-97.99999479,-9.92864100
-97.49999480,-9.69119100
-96.99999481,-9.63336600
-96.49999483,-9.75209100
-95.99999484,-9.86220500
-95.49999486,-9.95939900
-94.99999487,-10.01169000
-94.49999488,-10.01169000
-93.99999490,-9.95386200
-93.49999491,-9.83452200
-92.99999493,-9.83452200
-92.49999494,-9.95386200
-91.99999496,-10.00861000
-91.49999497,-9.99753900
-90.99999498,-9.99753900
-90.49999500,-10.00861000
-89.99999501,-9.95632300
-89.49999503,-9.84867000
-88.99999504,-9.79638200
-88.49999505,-9.80745600
-87.99999507,-9.81237700
-87.49999508,-9.82344900
-86.99999510,-9.76562400
-86.49999511,-9.63582600
-85.99999513,-9.69119100
-85.49999514,-9.92864100
-84.99999515,-9.98400600
-84.49999517,-9.85420700
-83.99999518,-9.79638200
-83.49999520,-9.80745600
-82.99999521,-9.81237700
-82.49999522,-9.82344900
-81.99999524,-9.76870100
-81.49999525,-9.64936000
-80.99999527,-9.64689900
-80.49999528,-9.75516700
-79.99999529,-9.86774200
-79.49999531,-9.98646600
-78.99999532,-9.93171700
-78.49999534,-9.70472400
-77.99999535,-9.59215000
-77.49999537,-9.59215000
-76.99999538,-9.69918700
-76.49999539,-9.90403500
-75.99999541,-10.06398000
-75.49999542,-10.16117000
-74.99999544,-10.16117000
-74.49999545,-10.06398000
-73.99999546,-9.90157400
-73.49999548,-9.68565500
-72.99999549,-9.63336600
-72.49999551,-9.75209100
-71.99999552,-9.86774200
-71.49999554,-9.98646600
-70.99999555,-9.92618100
-70.49999556,-9.67704200
-69.99999558,-9.68011800
-69.49999559,-9.93971300
-68.99999561,-9.94279000
-68.49999562,-9.69365100
-67.99999563,-9.63582600
-67.49999565,-9.76562400
-66.99999566,-9.82344900
-66.49999568,-9.81237700
-65.99999569,-9.81237700
-65.49999571,-9.82344900
-64.99999572,-9.76562400
-64.49999573,-9.63582600
-63.99999575,-9.68811500
-63.49999576,-9.91510800
-62.99999578,-10.02522000
-62.49999579,-10.01415000
-61.99999580,-9.95386200
-61.49999582,-9.83452200
-60.99999583,-9.83452200
-60.49999585,-9.95386200
-59.99999586,-10.00861000
-59.49999587,-9.99753900
-58.99999589,-10.00062000
-58.49999590,-10.02215000
-57.99999592,-9.91510800
