Time,Channel B
(ns),(mV)

-100.99999470,-9.88988600
-100.49999472,-10.11688000
-99.99999473,-10.16917000
-99.49999474,-10.03937000
-98.99999476,-9.98154500
-98.49999477,-9.99261800
-97.99999479,-9.99261800
-97.49999480,-9.98154500
-96.99999481,-10.03629000
-96.49999483,-10.15563000
-95.99999484,-10.16117000
-95.49999486,-10.06398000
-94.99999487,-9.89849900
-94.49999488,-9.67150600
-93.99999490,-9.67458200
-93.49999491,-9.91264700
-92.99999493,-10.02768000
-92.49999494,-10.02768000
-91.99999496,-9.91818300
-91.49999497,-9.70164800
-90.99999498,-9.59768700
-90.49999500,-9.61921700
-89.99999501,-9.62229300
-89.49999503,-9.61122000
-88.99999504,-9.66350800
-88.49999505,-9.77116100
-87.99999507,-9.82652600
-87.49999508,-9.82652600
-86.99999510,-9.76562400
-86.49999511,-9.63582600
-85.99999513,-9.68811500
-85.49999514,-9.91510800
-84.99999515,-10.02522000
-84.49999517,-10.01415000
-83.99999518,-9.95939900
-83.49999520,-9.86220500
-82.99999521,-9.75516700
-82.49999522,-9.64689900
-81.99999524,-9.64689900
-81.49999525,-9.75516700
-80.99999527,-9.86220500
-80.49999528,-9.95939900
-79.99999529,-10.01169000
-79.49999531,-10.01169000
-78.99999532,-9.95386200
-78.49999534,-9.83452200
-77.99999535,-9.83206100
-77.49999537,-9.94033000
-76.99999538,-10.05536000
-76.49999539,-10.18516000
-75.99999541,-10.07812000
-75.49999542,-9.74286400
-74.99999544,-9.58107800
-74.49999545,-9.60260800
-73.99999546,-9.66596900
-73.49999548,-9.78531000
-72.99999549,-9.77977300
-72.49999551,-9.63890200
-71.99999552,-9.69365100
-71.49999554,-9.94279000
-70.99999555,-9.94525100
-70.49999556,-9.70718500
-69.99999558,-9.59768700
-69.49999559,-9.61921700
-68.99999561,-9.62475400
-68.49999562,-9.62475400
-67.99999563,-9.61921700
-67.49999565,-9.59768700
-66.99999566,-9.70472400
-66.49999568,-9.93171700
-65.99999569,-9.98092900
-65.49999571,-9.84005800
-64.99999572,-9.83759800
-64.49999573,-9.96739700
-63.99999575,-9.97293300
-63.49999576,-9.86466500
-62.99999578,-9.75516700
-62.49999579,-9.64689900
-61.99999580,-9.64689900
-61.49999582,-9.75516700
-60.99999583,-9.86774200
-60.49999585,-9.98646600
-59.99999586,-9.92618100
-59.49999587,-9.67704200
-58.99999589,-9.67704200
-58.49999590,-9.92618100
-57.99999592,-9.98400600
