Time,Channel B
(ns),(mV)

-100.99999470,-9.63336600
-100.49999472,-9.75209100
-99.99999473,-9.86774200
-99.49999474,-9.98646600
-98.99999476,-9.93417800
-98.49999477,-9.71825700
-97.99999479,-9.55585600
-97.49999480,-9.45866100
-96.99999481,-9.46173700
-96.49999483,-9.57000400
-95.99999484,-9.67396600
-95.49999486,-9.76070300
-94.99999487,-9.86466500
-94.49999488,-9.97293300
-93.99999490,-9.97047100
-93.49999491,-9.85113100
-92.99999493,-9.79330700
-92.49999494,-9.79330700
-91.99999496,-9.85113100
-91.49999497,-9.97047100
-90.99999498,-9.96739700
-90.49999500,-9.83759800
-89.99999501,-9.83452200
-89.49999503,-9.95386200
-88.99999504,-10.00861000
-88.49999505,-9.99753900
-87.99999507,-9.99507800
-87.49999508,-9.99507800
-86.99999510,-9.99753900
-86.49999511,-10.00861000
-85.99999513,-9.95386200
-85.49999514,-9.83452200
-84.99999515,-9.83206100
-84.49999517,-9.94033000
-83.99999518,-10.04983000
-83.49999520,-10.15810000
-82.99999521,-10.16117000
-82.49999522,-10.06398000
-81.99999524,-9.90157400
-81.49999525,-9.68565500
-80.99999527,-9.63582600
-80.49999528,-9.76562400
-79.99999529,-9.82098900
-79.49999531,-9.79884200
-78.99999532,-9.85420700
-78.49999534,-9.98400600
-77.99999535,-9.92864100
-77.49999537,-9.69119100
-76.99999538,-9.63029000
-76.49999539,-9.73855800
-75.99999541,-9.90342000
-75.49999542,-10.11934000
-74.99999544,-10.17470000
-74.49999545,-10.06644000
-73.99999546,-9.90157400
-73.49999548,-9.68565500
-72.99999549,-9.63336600
-72.49999551,-9.75209100
-71.99999552,-9.86220500
-71.49999554,-9.95939900
-70.99999555,-10.01169000
-70.49999556,-10.01169000
-69.99999558,-9.95632300
-69.49999559,-9.84867000
-68.99999561,-9.79330700
-68.49999562,-9.79330700
-67.99999563,-9.85113100
-67.49999565,-9.97047100
-66.99999566,-9.96739700
-66.49999568,-9.83759800
-65.99999569,-9.83759800
-65.49999571,-9.96739700
-64.99999572,-9.97047100
-64.49999573,-9.85113100
-63.99999575,-9.79330700
-63.49999576,-9.79330700
-62.99999578,-9.85420700
-62.49999579,-9.98400600
-61.99999580,-9.93171700
-61.49999582,-9.70472400
-60.99999583,-9.59215000
-60.49999585,-9.59215000
-59.99999586,-9.70164800
-59.49999587,-9.91818300
-58.99999589,-10.02768000
-58.49999590,-10.02768000
-57.99999592,-9.91510800
