Time,Channel B
(ns),(mV)

-100.99999470,-9.92864100
-100.49999472,-9.69119100
-99.99999473,-9.63336600
-99.49999474,-9.75209100
-98.99999476,-9.86774200
-98.49999477,-9.98646600
-97.99999479,-9.93171700
-97.49999480,-9.70472400
-96.99999481,-9.60014700
-96.49999483,-9.63275100
-95.99999484,-9.58046200
-95.49999486,-9.45066500
-94.99999487,-9.50049200
-94.49999488,-9.71641300
-93.99999490,-9.88127400
-93.49999491,-9.98954200
-92.99999493,-9.92618100
-92.49999494,-9.67704200
-91.99999496,-9.67150600
-91.49999497,-9.89849900
-90.99999498,-10.06398000
-90.49999500,-10.16117000
-89.99999501,-10.15810000
-89.49999503,-10.04983000
-88.99999504,-9.94033000
-88.49999505,-9.83206100
-87.99999507,-9.83759800
-87.49999508,-9.96739700
-86.99999510,-9.96739700
-86.49999511,-9.83759800
-85.99999513,-9.83452200
-85.49999514,-9.95386200
-84.99999515,-10.00861000
-84.49999517,-9.99753900
-83.99999518,-9.99507800
-83.49999520,-9.99507800
-82.99999521,-9.99753900
-82.49999522,-10.00861000
-81.99999524,-9.95386200
-81.49999525,-9.83452200
-80.99999527,-9.83759800
-80.49999528,-9.96739700
-79.99999529,-9.97047100
-79.49999531,-9.85113100
-78.99999532,-9.79330700
-78.49999534,-9.79330700
-77.99999535,-9.85113100
-77.49999537,-9.97047100
-76.99999538,-9.97047100
-76.49999539,-9.85113100
-75.99999541,-9.79084600
-75.49999542,-9.77977300
-74.99999544,-9.88988600
-74.49999545,-10.11688000
-73.99999546,-10.16917000
-73.49999548,-10.03937000
-72.99999549,-9.98400600
-72.49999551,-10.00615000
-71.99999552,-9.95386200
-71.49999554,-9.83452200
-70.99999555,-9.83759800
-70.49999556,-9.96739700
-69.99999558,-9.97293300
-69.49999559,-9.86466500
-68.99999561,-9.75516700
-68.49999562,-9.64689900
-67.99999563,-9.64382400
-67.49999565,-9.74101800
-66.99999566,-9.90096000
-66.49999568,-10.10581000
-65.99999569,-10.21038000
-65.49999571,-10.19931000
-64.99999572,-10.14456000
-64.49999573,-10.04737000
-63.99999575,-9.94279000
-63.49999576,-9.84559500
-62.99999578,-9.79330700
-62.49999579,-9.79330700
-61.99999580,-9.85420700
-61.49999582,-9.98400600
-60.99999583,-9.93417800
-60.49999585,-9.71825700
-59.99999586,-9.55032000
-59.49999587,-9.43159500
-58.99999589,-9.54724300
-58.49999590,-9.90403500
-57.99999592,-9.95878400
