Time,Channel B
(ns),(mV)

-100.99999470,-9.62229300
-100.49999472,-9.76316400
-99.99999473,-9.82652600
-99.49999474,-9.82652600
-98.99999476,-9.76870100
-98.49999477,-9.64936000
-97.99999479,-9.64936000
-97.49999480,-9.76870100
-96.99999481,-9.82344900
-96.49999483,-9.81237700
-95.99999484,-9.80437900
-95.49999486,-9.78284900
-94.99999487,-9.89234600
-94.49999488,-10.13041000
-93.99999490,-10.13349000
-93.49999491,-9.90649500
-92.99999493,-9.73855800
-92.49999494,-9.63029000
-91.99999496,-9.68811500
-91.49999497,-9.91510800
-90.99999498,-10.02215000
-90.49999500,-10.00062000
-89.99999501,-9.99507800
-89.49999503,-9.99507800
-88.99999504,-9.99261800
-88.49999505,-9.98154500
-87.99999507,-10.03629000
-87.49999508,-10.15563000
-86.99999510,-10.15563000
-86.49999511,-10.03629000
-85.99999513,-9.98400600
-85.49999514,-10.00615000
-84.99999515,-9.95386200
-84.49999517,-9.83452200
-83.99999518,-9.83452200
-83.49999520,-9.95386200
-82.99999521,-10.00861000
-82.49999522,-9.99753900
-81.99999524,-9.99753900
-81.49999525,-10.00861000
-80.99999527,-9.95386200
-80.49999528,-9.83452200
-79.99999529,-9.83452200
-79.49999531,-9.95386200
-78.99999532,-10.01169000
-78.49999534,-10.01169000
-77.99999535,-9.95386200
-77.49999537,-9.83452200
-76.99999538,-9.83206100
-76.49999539,-9.94033000
-75.99999541,-10.04983000
-75.49999542,-10.15810000
-74.99999544,-10.15810000
-74.49999545,-10.04983000
-73.99999546,-9.94279000
-73.49999548,-9.84559500
-72.99999549,-9.79084600
-72.49999551,-9.77977300
-71.99999552,-9.88435100
-71.49999554,-10.08920000
-70.99999555,-10.25160000
-70.49999556,-10.35987000
-69.99999558,-10.30204000
-69.49999559,-10.07505000
-68.99999561,-9.96801100
-68.49999562,-9.98954200
-67.99999563,-9.99507800
-67.49999565,-9.99507800
-66.99999566,-9.99507800
-66.49999568,-9.99507800
-65.99999569,-10.00062000
-65.49999571,-10.02215000
-64.99999572,-9.91818300
-64.49999573,-9.70164800
-63.99999575,-9.59215000
-63.49999576,-9.59215000
-62.99999578,-9.70164800
-62.49999579,-9.91818300
-61.99999580,-10.02215000
-61.49999582,-10.00062000
-60.99999583,-9.99507800
-60.49999585,-9.99507800
-59.99999586,-9.99753900
-59.49999587,-10.00861000
-58.99999589,-9.95632300
-58.49999590,-9.84867000
-57.99999592,-9.79084600
