Time,Channel B
(ns),(mV)

-100.99999470,-9.68811500
-100.49999472,-9.91510800
-99.99999473,-10.02215000
-99.49999474,-10.00062000
-98.99999476,-9.99507800
-98.49999477,-9.99507800
-97.99999479,-9.99507800
-97.49999480,-9.99507800
-96.99999481,-9.99507800
-96.49999483,-9.99507800
-95.99999484,-9.99753900
-95.49999486,-10.00861000
-94.99999487,-9.95386200
-94.49999488,-9.83452200
-93.99999490,-9.83452200
-93.49999491,-9.95386200
-92.99999493,-10.01169000
-92.49999494,-10.01169000
-91.99999496,-9.95632300
-91.49999497,-9.84867000
-90.99999498,-9.79330700
-90.49999500,-9.79330700
-89.99999501,-9.85113100
-89.49999503,-9.97047100
-88.99999504,-9.97293300
-88.49999505,-9.86466500
-87.99999507,-9.75209100
-87.49999508,-9.63336600
-86.99999510,-9.68811500
-86.49999511,-9.91510800
-85.99999513,-10.02215000
-85.49999514,-10.00062000
-84.99999515,-9.99507800
-84.49999517,-9.99507800
-83.99999518,-9.99507800
-83.49999520,-9.99507800
-82.99999521,-9.99261800
-82.49999522,-9.98154500
-81.99999524,-10.03937000
-81.49999525,-10.16917000
-80.99999527,-10.11688000
-80.49999528,-9.88988600
-79.99999529,-9.78284900
-79.49999531,-9.80437900
-78.99999532,-9.80991600
-78.49999534,-9.80991600
-77.99999535,-9.80437900
-77.49999537,-9.78284900
-76.99999538,-9.89542300
-76.49999539,-10.14395000
-75.99999541,-10.09473000
-75.49999542,-9.75947300
-74.99999544,-9.54232200
-74.49999545,-9.45620000
-73.99999546,-9.46419700
-73.49999548,-9.58353800
-72.99999549,-9.63582600
-72.49999551,-9.61368100
-71.99999552,-9.66350800
-71.49999554,-9.77116100
-70.99999555,-9.82098900
-70.49999556,-9.79884200
-69.99999558,-9.84867000
-69.49999559,-9.95632300
-68.99999561,-10.01415000
-68.49999562,-10.02522000
-67.99999563,-9.91510800
-67.49999565,-9.68811500
-66.99999566,-9.63582600
-66.49999568,-9.76562400
-65.99999569,-9.82098900
-65.49999571,-9.79884200
-64.99999572,-9.85113100
-64.49999573,-9.97047100
-63.99999575,-9.96739700
-63.49999576,-9.83759800
-62.99999578,-9.83452200
-62.49999579,-9.95386200
-61.99999580,-10.00615000
-61.49999582,-9.98400600
-60.99999583,-10.03937000
-60.49999585,-10.16917000
-59.99999586,-10.11380000
-59.49999587,-9.87635300
-58.99999589,-9.82098900
-58.49999590,-9.95078800
-57.99999592,-10.00861000
