Time,Channel B
(ns),(mV)

-100.99999470,-9.81237700
-100.49999472,-9.82344900
-99.99999473,-9.76870100
-99.49999474,-9.64936000
-98.99999476,-9.64689900
-98.49999477,-9.75516700
-97.99999479,-9.86220500
-97.49999480,-9.95939900
-96.99999481,-10.00861000
-96.49999483,-9.99753900
-95.99999484,-9.99507800
-95.49999486,-9.99507800
-94.99999487,-9.99507800
-94.49999488,-9.99507800
-93.99999490,-9.99261800
-93.49999491,-9.98154500
-92.99999493,-10.03629000
-92.49999494,-10.15563000
-91.99999496,-10.15563000
-91.49999497,-10.03629000
-90.99999498,-9.98400600
-90.49999500,-10.00615000
-89.99999501,-9.95632300
-89.49999503,-9.84867000
-88.99999504,-9.79330700
-88.49999505,-9.79330700
-87.99999507,-9.85420700
-87.49999508,-9.98400600
-86.99999510,-9.92864100
-86.49999511,-9.69119100
-85.99999513,-9.63336600
-85.49999514,-9.75209100
-84.99999515,-9.86466500
-84.49999517,-9.97293300
-83.99999518,-9.97047100
-83.49999520,-9.85113100
-82.99999521,-9.79638200
-82.49999522,-9.80745600
-81.99999524,-9.80745600
-81.49999525,-9.79638200
-80.99999527,-9.84867000
-80.49999528,-9.95632300
-79.99999529,-10.01415000
-79.49999531,-10.02522000
-78.99999532,-9.91510800
-78.49999534,-9.68811500
-77.99999535,-9.63336600
-77.49999537,-9.75209100
-76.99999538,-9.86466500
-76.49999539,-9.97293300
-75.99999541,-9.97293300
-75.49999542,-9.86466500
-74.99999544,-9.76070300
-74.49999545,-9.67396600
-73.99999546,-9.57000400
-73.49999548,-9.46173700
-72.99999549,-9.45620000
-72.49999551,-9.54232200
-71.99999552,-9.76254900
-71.49999554,-10.10827000
-70.99999555,-10.10273000
-70.49999556,-9.73486600
-69.99999558,-9.61983200
-69.49999559,-9.74963100
-68.99999561,-9.86466500
-68.49999562,-9.97293300
-67.99999563,-9.97293300
-67.49999565,-9.86466500
-66.99999566,-9.75516700
-66.49999568,-9.64689900
-65.99999569,-9.64689900
-65.49999571,-9.75516700
-64.99999572,-9.86220500
-64.49999573,-9.95939900
-63.99999575,-10.01415000
-63.49999576,-10.02522000
-62.99999578,-9.91264700
-62.49999579,-9.67458200
-61.99999580,-9.67458200
-61.49999582,-9.91264700
-60.99999583,-10.02768000
-60.49999585,-10.02768000
-59.99999586,-9.91264700
-59.49999587,-9.67458200
-58.99999589,-9.68011800
-58.49999590,-9.93971300
-57.99999592,-9.93971300
