Time,Channel B
(ns),(mV)

-100.99999470,-9.67150600
-100.49999472,-9.89849900
-99.99999473,-10.06644000
-99.49999474,-10.17470000
-98.99999476,-10.11688000
-98.49999477,-9.88988600
-97.99999479,-9.78531000
-97.49999480,-9.81791200
-96.99999481,-9.77116100
-96.49999483,-9.66350800
-95.99999484,-9.60814500
-95.49999486,-9.60814500
-94.99999487,-9.66043300
-94.49999488,-9.75762700
-93.99999490,-9.86220500
-93.49999491,-9.95939900
-92.99999493,-10.00861000
-92.49999494,-9.99753900
-91.99999496,-10.00062000
-91.49999497,-10.02215000
-90.99999498,-9.91818300
-90.49999500,-9.70164800
-89.99999501,-9.58907400
-89.49999503,-9.57800100
-88.99999504,-9.73794300
-88.49999505,-10.05106000
-87.99999507,-10.26267000
-87.49999508,-10.34879000
-86.99999510,-10.34633000
-86.49999511,-10.24914000
-85.99999513,-10.09227000
-85.49999514,-9.89788300
-84.99999515,-9.73855800
-84.49999517,-9.63029000
-83.99999518,-9.69365100
-83.49999520,-9.94279000
-82.99999521,-9.94279000
-82.49999522,-9.69365100
-81.99999524,-9.63582600
-81.49999525,-9.76562400
-80.99999527,-9.82652600
-80.49999528,-9.82652600
-79.99999529,-9.76870100
-79.49999531,-9.64936000
-78.99999532,-9.64936000
-78.49999534,-9.76870100
-77.99999535,-9.81791200
-77.49999537,-9.78531000
-76.99999538,-9.88988600
-76.49999539,-10.11688000
-75.99999541,-10.17470000
-75.49999542,-10.06644000
-74.99999544,-9.90157400
-74.49999545,-9.68565500
-73.99999546,-9.63029000
-73.49999548,-9.73855800
-72.99999549,-9.90649500
-72.49999551,-10.13349000
-71.99999552,-10.13349000
-71.49999554,-9.90649500
-70.99999555,-9.74655400
-70.49999556,-9.67150600
-69.99999558,-9.57000400
-69.49999559,-9.46173700
-68.99999561,-9.45866100
-68.49999562,-9.55585600
-67.99999563,-9.72133400
-67.49999565,-9.94832700
-66.99999566,-9.93971300
-66.49999568,-9.68011800
-65.99999569,-9.67704200
-65.49999571,-9.92618100
-64.99999572,-9.98646600
-64.49999573,-9.86774200
-63.99999575,-9.75762700
-63.49999576,-9.66043300
-62.99999578,-9.60814500
-62.49999579,-9.60814500
-61.99999580,-9.65797200
-61.49999582,-9.74409400
-60.99999583,-9.90342000
-60.49999585,-10.11934000
-59.99999586,-10.17470000
-59.49999587,-10.06644000
-58.99999589,-9.90157400
-58.49999590,-9.68565500
-57.99999592,-9.63336600
