Time,Channel B
(ns),(mV)

-100.99999470,-9.59461100
-100.49999472,-9.60568300
-99.99999473,-9.66596900
-99.49999474,-9.78531000
-98.99999476,-9.78223300
-98.49999477,-9.65243500
-97.99999479,-9.64689900
-97.49999480,-9.75516700
-96.99999481,-9.85912800
-96.49999483,-9.94586600
-95.99999484,-10.04737000
-95.49999486,-10.14456000
-94.99999487,-10.19931000
-94.49999488,-10.21038000
-93.99999490,-10.10027000
-93.49999491,-9.87327700
-92.99999493,-9.82098900
-92.49999494,-9.95078800
-91.99999496,-10.01169000
-91.49999497,-10.01169000
-90.99999498,-9.95939900
-90.49999500,-9.86220500
-89.99999501,-9.75516700
-89.49999503,-9.64689900
-88.99999504,-9.64689900
-88.49999505,-9.75516700
-87.99999507,-9.86220500
-87.49999508,-9.95939900
-86.99999510,-10.01415000
-86.49999511,-10.02522000
-85.99999513,-9.91510800
-85.49999514,-9.68811500
-84.99999515,-9.63029000
-84.49999517,-9.73855800
-83.99999518,-9.90342000
-83.49999520,-10.11934000
-82.99999521,-10.16917000
-82.49999522,-10.03937000
-81.99999524,-9.98400600
-81.49999525,-10.00615000
-80.99999527,-9.95078800
-80.49999528,-9.82098900
-79.99999529,-9.87635300
-79.49999531,-10.11380000
-78.99999532,-10.17163000
-78.49999534,-10.05290000
-77.99999535,-9.94279000
-77.49999537,-9.84559500
-76.99999538,-9.79084600
-76.49999539,-9.77977300
-75.99999541,-9.88988600
-75.49999542,-10.11688000
-74.99999544,-10.17470000
-74.49999545,-10.06644000
-73.99999546,-9.90157400
-73.49999548,-9.68565500
-72.99999549,-9.63582600
-72.49999551,-9.76562400
-71.99999552,-9.82098900
-71.49999554,-9.79884200
-70.99999555,-9.85420700
-70.49999556,-9.98400600
-69.99999558,-9.92864100
-69.49999559,-9.69119100
-68.99999561,-9.63336600
-68.49999562,-9.75209100
-67.99999563,-9.86466500
-67.49999565,-9.97293300
-66.99999566,-9.97047100
-66.49999568,-9.85113100
-65.99999569,-9.79638200
-65.49999571,-9.80745600
-64.99999572,-9.80437900
-64.49999573,-9.78284900
-63.99999575,-9.89234600
-63.49999576,-10.13041000
-62.99999578,-10.13041000
-62.49999579,-9.89234600
-61.99999580,-9.78284900
-61.49999582,-9.80437900
-60.99999583,-9.80745600
-60.49999585,-9.79638200
-59.99999586,-9.85113100
-59.49999587,-9.97047100
-58.99999589,-9.97047100
-58.49999590,-9.85113100
-57.99999592,-9.79638200
