Time,Channel B
(ns),(mV)

-100.99999470,-9.99507800
-100.49999472,-9.99507800
-99.99999473,-9.99507800
-99.49999474,-9.99507800
-98.99999476,-9.99507800
-98.49999477,-9.99507800
-97.99999479,-9.99507800
-97.49999480,-9.99507800
-96.99999481,-9.99507800
-96.49999483,-9.99507800
-95.99999484,-9.99507800
-95.49999486,-9.99507800
-94.99999487,-9.99507800
-94.49999488,-9.99507800
-93.99999490,-9.99753900
-93.49999491,-10.00861000
-92.99999493,-9.96186000
-92.49999494,-9.87573700
-91.99999496,-9.71333600
-91.49999497,-9.48634300
-90.99999498,-9.48634300
-90.49999500,-9.71333600
-89.99999501,-9.88127400
-89.49999503,-9.98954200
-88.99999504,-9.92618100
-88.49999505,-9.67704200
-87.99999507,-9.67458200
-87.49999508,-9.91264700
-86.99999510,-10.02215000
-86.49999511,-10.00062000
-85.99999513,-9.99753900
-85.49999514,-10.00861000
-84.99999515,-9.95386200
-84.49999517,-9.83452200
-83.99999518,-9.83759800
-83.49999520,-9.96739700
-82.99999521,-9.97047100
-82.49999522,-9.85113100
-81.99999524,-9.79638200
-81.49999525,-9.80745600
-80.99999527,-9.80745600
-80.49999528,-9.79638200
-79.99999529,-9.84867000
-79.49999531,-9.95632300
-78.99999532,-10.00861000
-78.49999534,-9.99753900
-77.99999535,-10.00062000
-77.49999537,-10.02215000
-76.99999538,-9.91510800
-76.49999539,-9.68811500
-75.99999541,-9.63336600
-75.49999542,-9.75209100
-74.99999544,-9.86220500
-74.49999545,-9.95939900
-73.99999546,-10.01415000
-73.49999548,-10.02522000
-72.99999549,-9.91510800
-72.49999551,-9.68811500
-71.99999552,-9.63029000
-71.49999554,-9.73855800
-70.99999555,-9.90342000
-70.49999556,-10.11934000
-69.99999558,-10.17163000
-69.49999559,-10.05290000
-68.99999561,-9.94279000
-68.49999562,-9.84559500
-67.99999563,-9.79330700
-67.49999565,-9.79330700
-66.99999566,-9.84867000
-66.49999568,-9.95632300
-65.99999569,-10.01169000
-65.49999571,-10.01169000
-64.99999572,-9.95632300
-64.49999573,-9.84867000
-63.99999575,-9.79330700
-63.49999576,-9.79330700
-62.99999578,-9.85113100
-62.49999579,-9.97047100
-61.99999580,-9.97047100
-61.49999582,-9.85113100
-60.99999583,-9.79638200
-60.49999585,-9.80745600
-59.99999586,-9.80991600
-59.49999587,-9.80991600
-58.99999589,-9.80745600
-58.49999590,-9.79638200
-57.99999592,-9.85113100
