Time,Channel B
(ns),(mV)

-100.99999470,-9.92618100
-100.49999472,-9.67704200
-99.99999473,-9.67458200
-99.49999474,-9.91264700
-98.99999476,-10.02522000
-98.49999477,-10.01415000
-97.99999479,-9.95386200
-97.49999480,-9.83452200
-96.99999481,-9.83759800
-96.49999483,-9.96739700
-95.99999484,-9.97047100
-95.49999486,-9.85113100
-94.99999487,-9.79330700
-94.49999488,-9.79330700
-93.99999490,-9.85420700
-93.49999491,-9.98400600
-92.99999493,-9.92864100
-92.49999494,-9.69119100
-91.99999496,-9.63336600
-91.49999497,-9.75209100
-90.99999498,-9.85912800
-90.49999500,-9.94586600
-89.99999501,-10.04983000
-89.49999503,-10.15810000
-88.99999504,-10.15810000
-88.49999505,-10.04983000
-87.99999507,-9.94279000
-87.49999508,-9.84559500
-86.99999510,-9.79330700
-86.49999511,-9.79330700
-85.99999513,-9.85420700
-85.49999514,-9.98400600
-84.99999515,-9.92864100
-84.49999517,-9.69119100
-83.99999518,-9.63582600
-83.49999520,-9.76562400
-82.99999521,-9.82098900
-82.49999522,-9.79884200
-81.99999524,-9.84867000
-81.49999525,-9.95632300
-80.99999527,-10.00861000
-80.49999528,-9.99753900
-79.99999529,-9.99753900
-79.49999531,-10.00861000
-78.99999532,-9.95386200
-78.49999534,-9.83452200
-77.99999535,-9.83452200
-77.49999537,-9.95386200
-76.99999538,-10.01415000
-76.49999539,-10.02522000
-75.99999541,-9.91264700
-75.49999542,-9.67458200
-74.99999544,-9.67458200
-74.49999545,-9.91264700
-73.99999546,-10.02522000
-73.49999548,-10.01415000
-72.99999549,-9.95939900
-72.49999551,-9.86220500
-71.99999552,-9.75516700
-71.49999554,-9.64689900
-70.99999555,-9.64382400
-70.49999556,-9.74101800
-69.99999558,-9.90342000
-69.49999559,-10.11934000
-68.99999561,-10.16917000
-68.49999562,-10.03937000
-67.99999563,-9.98400600
-67.49999565,-10.00615000
-66.99999566,-9.95386200
-66.49999568,-9.83452200
-65.99999569,-9.83452200
-65.49999571,-9.95386200
-64.99999572,-10.01415000
-64.49999573,-10.02522000
-63.99999575,-9.91818300
-63.49999576,-9.70164800
-62.99999578,-9.59215000
-62.49999579,-9.59215000
-61.99999580,-9.70472400
-61.49999582,-9.93171700
-60.99999583,-9.98400600
-60.49999585,-9.85420700
-59.99999586,-9.79330700
-59.49999587,-9.79330700
-58.99999589,-9.84867000
-58.49999590,-9.95632300
-57.99999592,-10.01169000
