Time,Channel B
(ns),(mV)

-100.99999470,-9.80745600
-100.49999472,-9.79638200
-99.99999473,-9.85420700
-99.49999474,-9.98400600
-98.99999476,-9.92864100
-98.49999477,-9.69119100
-97.99999479,-9.63029000
-97.49999480,-9.73855800
-96.99999481,-9.90342000
-96.49999483,-10.11934000
-95.99999484,-10.16917000
-95.49999486,-10.03937000
-94.99999487,-9.98154500
-94.49999488,-9.99261800
-93.99999490,-9.99507800
-93.49999491,-9.99507800
-92.99999493,-9.99753900
-92.49999494,-10.00861000
-91.99999496,-9.95939900
-91.49999497,-9.86220500
-90.99999498,-9.75516700
-90.49999500,-9.64689900
-89.99999501,-9.64382400
-89.49999503,-9.74101800
-88.99999504,-9.90649500
-88.49999505,-10.13349000
-87.99999507,-10.12795000
-87.49999508,-9.87881400
-86.99999510,-9.82098900
-86.49999511,-9.95078800
-85.99999513,-10.00861000
-85.49999514,-9.99753900
-84.99999515,-9.99753900
-84.49999517,-10.00861000
-83.99999518,-9.96493600
-83.49999520,-9.88927200
-82.99999521,-9.67212000
-82.49999522,-9.32640300
-81.99999524,-9.32640300
-81.49999525,-9.67212000
-80.99999527,-9.89480700
-80.49999528,-9.99200200
-79.99999529,-9.92618100
-79.49999531,-9.67704200
-78.99999532,-9.67458200
-78.49999534,-9.91264700
-77.99999535,-10.02215000
-77.49999537,-10.00062000
-76.99999538,-9.99507800
-76.49999539,-9.99507800
-75.99999541,-9.99507800
-75.49999542,-9.99507800
-74.99999544,-9.99753900
-74.49999545,-10.00861000
-73.99999546,-9.95386200
-73.49999548,-9.83452200
-72.99999549,-9.83759800
-72.49999551,-9.96739700
-71.99999552,-9.96739700
-71.49999554,-9.83759800
-70.99999555,-9.83759800
-70.49999556,-9.96739700
-69.99999558,-9.97047100
-69.49999559,-9.85113100
-68.99999561,-9.79084600
-68.49999562,-9.77977300
-67.99999563,-9.89234600
-67.49999565,-10.13041000
-66.99999566,-10.12795000
-66.49999568,-9.87881400
-65.99999569,-9.81852800
-65.49999571,-9.93725300
-64.99999572,-10.04983000
-64.49999573,-10.15810000
-63.99999575,-10.16117000
-63.49999576,-10.06398000
-62.99999578,-9.90157400
-62.49999579,-9.68565500
-61.99999580,-9.63336600
-61.49999582,-9.75209100
-60.99999583,-9.85912800
-60.49999585,-9.94586600
-59.99999586,-10.04983000
-59.49999587,-10.15810000
-58.99999589,-10.15563000
-58.49999590,-10.03629000
-57.99999592,-9.98154500
