Time,Channel B
(ns),(mV)

-100.99999470,-10.15563000
-100.49999472,-10.03629000
-99.99999473,-9.98400600
-99.49999474,-10.00615000
-98.99999476,-9.95632300
-98.49999477,-9.84867000
-97.99999479,-9.79330700
-97.49999480,-9.79330700
-96.99999481,-9.85420700
-96.49999483,-9.98400600
-95.99999484,-9.92864100
-95.49999486,-9.69119100
-94.99999487,-9.63029000
-94.49999488,-9.73855800
-93.99999490,-9.90342000
-93.49999491,-10.11934000
-92.99999493,-10.17470000
-92.49999494,-10.06644000
-91.99999496,-9.89849900
-91.49999497,-9.67150600
-90.99999498,-9.67458200
-90.49999500,-9.91264700
-89.99999501,-10.02215000
-89.49999503,-10.00062000
-88.99999504,-9.99507800
-88.49999505,-9.99507800
-87.99999507,-9.99507800
-87.49999508,-9.99507800
-86.99999510,-9.99261800
-86.49999511,-9.98154500
-85.99999513,-10.04183000
-85.49999514,-10.18270000
-84.99999515,-10.07812000
-84.49999517,-9.74286400
-83.99999518,-9.58353800
-83.49999520,-9.61675600
-82.99999521,-9.62229300
-82.49999522,-9.61122000
-81.99999524,-9.66043300
-81.49999525,-9.75762700
-80.99999527,-9.86774200
-80.49999528,-9.98646600
-79.99999529,-9.93171700
-79.49999531,-9.70472400
-78.99999532,-9.59461100
-78.49999534,-9.60568300
-77.99999535,-9.66350800
-77.49999537,-9.77116100
-76.99999538,-9.82344900
-76.49999539,-9.81237700
-75.99999541,-9.80991600
-75.49999542,-9.80991600
-74.99999544,-9.80745600
-74.49999545,-9.79638200
-73.99999546,-9.84867000
-73.49999548,-9.95632300
-72.99999549,-10.01169000
-72.49999551,-10.01169000
-71.99999552,-9.95632300
-71.49999554,-9.84867000
-70.99999555,-9.79330700
-70.49999556,-9.79330700
-69.99999558,-9.85113100
-69.49999559,-9.97047100
-68.99999561,-9.97047100
-68.49999562,-9.85113100
-67.99999563,-9.79638200
-67.49999565,-9.80745600
-66.99999566,-9.80745600
-66.49999568,-9.79638200
-65.99999569,-9.84867000
-65.49999571,-9.95632300
-64.99999572,-10.01169000
-64.49999573,-10.01169000
-63.99999575,-9.95632300
-63.49999576,-9.84867000
-62.99999578,-9.79084600
-62.49999579,-9.77977300
-61.99999580,-9.88988600
-61.49999582,-10.11688000
-60.99999583,-10.17163000
-60.49999585,-10.05290000
-59.99999586,-9.94033000
-59.49999587,-9.83206100
-58.99999589,-9.83206100
-58.49999590,-9.94033000
-57.99999592,-10.04737000
