Time,Channel B
(ns),(mV)

-100.99999470,-9.82344900
-100.49999472,-9.81237700
-99.99999473,-9.80991600
-99.49999474,-9.80991600
-98.99999476,-9.80437900
-98.49999477,-9.78284900
-97.99999479,-9.88988600
-97.49999480,-10.11688000
-96.99999481,-10.17470000
-96.49999483,-10.06644000
-95.99999484,-9.90403500
-95.49999486,-9.69918700
-94.99999487,-9.60014700
-94.49999488,-9.63275100
-93.99999490,-9.57800100
-93.49999491,-9.43713000
-92.99999493,-9.54170700
-92.49999494,-9.87696700
-91.99999496,-10.04183000
-91.49999497,-10.03076000
-90.99999498,-9.92064400
-90.49999500,-9.71579600
-89.99999501,-9.55339500
-89.49999503,-9.44512700
-88.99999504,-9.50295300
-88.49999505,-9.72994500
-87.99999507,-9.83698400
-87.49999508,-9.81545200
-86.99999510,-9.80991600
-86.49999511,-9.80991600
-85.99999513,-9.80745600
-85.49999514,-9.79638200
-84.99999515,-9.84867000
-84.49999517,-9.95632300
-83.99999518,-10.01415000
-83.49999520,-10.02522000
-82.99999521,-9.91510800
-82.49999522,-9.68811500
-81.99999524,-9.63336600
-81.49999525,-9.75209100
-80.99999527,-9.86220500
-80.49999528,-9.95939900
-79.99999529,-10.00615000
-79.49999531,-9.98400600
-78.99999532,-10.03937000
-78.49999534,-10.16917000
-77.99999535,-10.11380000
-77.49999537,-9.87635300
-76.99999538,-9.82098900
-76.49999539,-9.95078800
-75.99999541,-10.01169000
-75.49999542,-10.01169000
-74.99999544,-9.95632300
-74.49999545,-9.84867000
-73.99999546,-9.79884200
-73.49999548,-9.82098900
-72.99999549,-9.77116100
-72.49999551,-9.66350800
-71.99999552,-9.61122000
-71.49999554,-9.62229300
-70.99999555,-9.61921700
-70.49999556,-9.59768700
-69.99999558,-9.70164800
-69.49999559,-9.91818300
-68.99999561,-10.02215000
-68.49999562,-10.00062000
-67.99999563,-10.00062000
-67.49999565,-10.02215000
-66.99999566,-9.91510800
-66.49999568,-9.68811500
-65.99999569,-9.63029000
-65.49999571,-9.73855800
-64.99999572,-9.90342000
-64.49999573,-10.11934000
-63.99999575,-10.17163000
-63.49999576,-10.05290000
-62.99999578,-9.94279000
-62.49999579,-9.84559500
-61.99999580,-9.79638200
-61.49999582,-9.80745600
-60.99999583,-9.80437900
-60.49999585,-9.78284900
-59.99999586,-9.89542300
-59.49999587,-10.14395000
-58.99999589,-10.08920000
-58.49999590,-9.73240600
-57.99999592,-9.62229300
