Time,Channel B
(ns),(mV)

-100.99999470,-9.64689900
-100.49999472,-9.75516700
-99.99999473,-9.86466500
-99.49999474,-9.97293300
-98.99999476,-9.97293300
-98.49999477,-9.86466500
-97.99999479,-9.75516700
-97.49999480,-9.64689900
-96.99999481,-9.64689900
-96.49999483,-9.75516700
-95.99999484,-9.86220500
-95.49999486,-9.95939900
-94.99999487,-10.00861000
-94.49999488,-9.99753900
-93.99999490,-9.99507800
-93.49999491,-9.99507800
-92.99999493,-9.99507800
-92.49999494,-9.99507800
-91.99999496,-9.99753900
-91.49999497,-10.00861000
-90.99999498,-9.95632300
-90.49999500,-9.84867000
-89.99999501,-9.79638200
-89.49999503,-9.80745600
-88.99999504,-9.80745600
-88.49999505,-9.79638200
-87.99999507,-9.84867000
-87.49999508,-9.95632300
-86.99999510,-10.00861000
-86.49999511,-9.99753900
-85.99999513,-9.99261800
-85.49999514,-9.98154500
-84.99999515,-10.03629000
-84.49999517,-10.15563000
-83.99999518,-10.15810000
-83.49999520,-10.04983000
-82.99999521,-9.94586600
-82.49999522,-9.85912800
-81.99999524,-9.75762700
-81.49999525,-9.66043300
-80.99999527,-9.60568300
-80.49999528,-9.59461100
-79.99999529,-9.70472400
-79.49999531,-9.93171700
-78.99999532,-9.98092900
-78.49999534,-9.84005800
-77.99999535,-9.83452200
-77.49999537,-9.95386200
-76.99999538,-10.01415000
-76.49999539,-10.02522000
-75.99999541,-9.90957200
-75.49999542,-9.66104800
-74.99999544,-9.72133400
-74.49999545,-10.10027000
-73.99999546,-10.10027000
-73.49999548,-9.72133400
-72.99999549,-9.66104800
-72.49999551,-9.90957200
-71.99999552,-10.02215000
-71.49999554,-10.00062000
-70.99999555,-9.99753900
-70.49999556,-10.00861000
-69.99999558,-9.95632300
-69.49999559,-9.84867000
-68.99999561,-9.79638200
-68.49999562,-9.80745600
-67.99999563,-9.80745600
-67.49999565,-9.79638200
-66.99999566,-9.85420700
-66.49999568,-9.98400600
-65.99999569,-9.92864100
-65.49999571,-9.69119100
-64.99999572,-9.63336600
-64.49999573,-9.75209100
-63.99999575,-9.86466500
-63.49999576,-9.97293300
-62.99999578,-9.96739700
-62.49999579,-9.83759800
-61.99999580,-9.83759800
-61.49999582,-9.96739700
-60.99999583,-9.96739700
-60.49999585,-9.83759800
-59.99999586,-9.83206100
-59.49999587,-9.94033000
-58.99999589,-10.05536000
-58.49999590,-10.18516000
-57.99999592,-10.07259000
