Time,Channel B
(ns),(mV)

-100.99999470,-9.95632300
-100.49999472,-9.84867000
-99.99999473,-9.79884200
-99.49999474,-9.82098900
-98.99999476,-9.76870100
-98.49999477,-9.64936000
-97.99999479,-9.65489600
-97.49999480,-9.79576800
-96.99999481,-9.74101800
-96.49999483,-9.49187900
-95.99999484,-9.48634300
-95.49999486,-9.71333600
-94.99999487,-9.87573700
-94.49999488,-9.96186000
-93.99999490,-10.00861000
-93.49999491,-9.99753900
-92.99999493,-9.99507800
-92.49999494,-9.99507800
-91.99999496,-9.99507800
-91.49999497,-9.99507800
-90.99999498,-9.99507800
-90.49999500,-9.99507800
-89.99999501,-9.99507800
-89.49999503,-9.99507800
-88.99999504,-9.99507800
-88.49999505,-9.99507800
-87.99999507,-9.99507800
-87.49999508,-9.99507800
-86.99999510,-10.00062000
-86.49999511,-10.02215000
-85.99999513,-9.91818300
-85.49999514,-9.70164800
-84.99999515,-9.59768700
-84.49999517,-9.61921700
-83.99999518,-9.62229300
-83.49999520,-9.61122000
-82.99999521,-9.66043300
-82.49999522,-9.75762700
-81.99999524,-9.87020200
-81.49999525,-9.99999900
-80.99999527,-9.88742500
-80.49999528,-9.53063400
-79.99999529,-9.47280900
-79.49999531,-9.71087600
-78.99999532,-9.88127400
-78.49999534,-9.98954200
-77.99999535,-9.92618100
-77.49999537,-9.67704200
-76.99999538,-9.67458200
-76.49999539,-9.91264700
-75.99999541,-10.02215000
-75.49999542,-10.00062000
-74.99999544,-9.99753900
-74.49999545,-10.00861000
-73.99999546,-9.95939900
-73.49999548,-9.86220500
-72.99999549,-9.75516700
-72.49999551,-9.64689900
-71.99999552,-9.64382400
-71.49999554,-9.74101800
-70.99999555,-9.90342000
-70.49999556,-10.11934000
-69.99999558,-10.16917000
-69.49999559,-10.03937000
-68.99999561,-9.98400600
-68.49999562,-10.00615000
-67.99999563,-9.95632300
-67.49999565,-9.84867000
-66.99999566,-9.79330700
-66.49999568,-9.79330700
-65.99999569,-9.85420700
-65.49999571,-9.98400600
-64.99999572,-9.92864100
-64.49999573,-9.69119100
-63.99999575,-9.63582600
-63.49999576,-9.76562400
-62.99999578,-9.82344900
-62.49999579,-9.81237700
-61.99999580,-9.81237700
-61.49999582,-9.82344900
-60.99999583,-9.76870100
-60.49999585,-9.64936000
-59.99999586,-9.64689900
-59.49999587,-9.75516700
-58.99999589,-9.86466500
-58.49999590,-9.97293300
-57.99999592,-9.97293300
