Time,Channel B
(ns),(mV)

-100.99999470,-9.91510800
-100.49999472,-9.68811500
-99.99999473,-9.63890200
-99.49999474,-9.77977300
-98.99999476,-9.77977300
-98.49999477,-9.63890200
-97.99999479,-9.69119100
-97.49999480,-9.92864100
-96.99999481,-9.98646600
-96.49999483,-9.86774200
-95.99999484,-9.75762700
-95.49999486,-9.66043300
-94.99999487,-9.60814500
-94.49999488,-9.60814500
-93.99999490,-9.66350800
-93.49999491,-9.77116100
-92.99999493,-9.82344900
-92.49999494,-9.81237700
-91.99999496,-9.80991600
-91.49999497,-9.80991600
-90.99999498,-9.80745600
-90.49999500,-9.79638200
-89.99999501,-9.84867000
-89.49999503,-9.95632300
-88.99999504,-10.01415000
-88.49999505,-10.02522000
-87.99999507,-9.91510800
-87.49999508,-9.68811500
-86.99999510,-9.63029000
-86.49999511,-9.73855800
-85.99999513,-9.90342000
-85.49999514,-10.11934000
-84.99999515,-10.17470000
-84.49999517,-10.06644000
-83.99999518,-9.90403500
-83.49999520,-9.69918700
-82.99999521,-9.59768700
-82.49999522,-9.61921700
-81.99999524,-9.61921700
-81.49999525,-9.59768700
-80.99999527,-9.70718500
-80.49999528,-9.94525100
-79.99999529,-9.94279000
-79.49999531,-9.69365100
-78.99999532,-9.63336600
-78.49999534,-9.75209100
-77.99999535,-9.86466500
-77.49999537,-9.97293300
-76.99999538,-9.97293300
-76.49999539,-9.86466500
-75.99999541,-9.75209100
-75.49999542,-9.63336600
-74.99999544,-9.68811500
-74.49999545,-9.91510800
-73.99999546,-10.02215000
-73.49999548,-10.00062000
-72.99999549,-9.99753900
-72.49999551,-10.00861000
-71.99999552,-9.95632300
-71.49999554,-9.84867000
-70.99999555,-9.79330700
-70.49999556,-9.79330700
-69.99999558,-9.85113100
-69.49999559,-9.97047100
-68.99999561,-9.96739700
-68.49999562,-9.83759800
-67.99999563,-9.83759800
-67.49999565,-9.96739700
-66.99999566,-9.97047100
-66.49999568,-9.85113100
-65.99999569,-9.79330700
-65.49999571,-9.79330700
-64.99999572,-9.85420700
-64.49999573,-9.98400600
-63.99999575,-9.92864100
-63.49999576,-9.69119100
-62.99999578,-9.63029000
-62.49999579,-9.73855800
-61.99999580,-9.90342000
-61.49999582,-10.11934000
-60.99999583,-10.17470000
-60.49999585,-10.06644000
-59.99999586,-9.90157400
-59.49999587,-9.68565500
-58.99999589,-9.63029000
-58.49999590,-9.73855800
-57.99999592,-9.90342000
