Time,Channel B
(ns),(mV)

-100.99999470,-9.90157400
-100.49999472,-9.68565500
-99.99999473,-9.63336600
-99.49999474,-9.75209100
-98.99999476,-9.85912800
-98.49999477,-9.94586600
-97.99999479,-10.05536000
-97.49999480,-10.18516000
-96.99999481,-10.07566000
-96.49999483,-9.72933000
-95.99999484,-9.61983200
-95.49999486,-9.74963100
-94.99999487,-9.86774200
-94.49999488,-9.98646600
-93.99999490,-9.93171700
-93.49999491,-9.70472400
-92.99999493,-9.59461100
-92.49999494,-9.60568300
-91.99999496,-9.66043300
-91.49999497,-9.75762700
-90.99999498,-9.86220500
-90.49999500,-9.95939900
-89.99999501,-10.01415000
-89.49999503,-10.02522000
-88.99999504,-9.91510800
-88.49999505,-9.68811500
-87.99999507,-9.63336600
-87.49999508,-9.75209100
-86.99999510,-9.86774200
-86.49999511,-9.98646600
-85.99999513,-9.93171700
-85.49999514,-9.70472400
-84.99999515,-9.59461100
-84.49999517,-9.60568300
-83.99999518,-9.65797200
-83.49999520,-9.74409400
-82.99999521,-9.90342000
-82.49999522,-10.11934000
-81.99999524,-10.17163000
-81.49999525,-10.05290000
-80.99999527,-9.94279000
-80.49999528,-9.84559500
-79.99999529,-9.79330700
-79.49999531,-9.79330700
-78.99999532,-9.85420700
-78.49999534,-9.98400600
-77.99999535,-9.92618100
-77.49999537,-9.67704200
-76.99999538,-9.67704200
-76.49999539,-9.92618100
-75.99999541,-9.98092900
-75.49999542,-9.84005800
-74.99999544,-9.83452200
-74.49999545,-9.95386200
-73.99999546,-10.01169000
-73.49999548,-10.01169000
-72.99999549,-9.95632300
-72.49999551,-9.84867000
-71.99999552,-9.79330700
-71.49999554,-9.79330700
-70.99999555,-9.85420700
-70.49999556,-9.98400600
-69.99999558,-9.93171700
-69.49999559,-9.70472400
-68.99999561,-9.59461100
-68.49999562,-9.60568300
-67.99999563,-9.66350800
-67.49999565,-9.77116100
-66.99999566,-9.82098900
-66.49999568,-9.79884200
-65.99999569,-9.85113100
-65.49999571,-9.97047100
-64.99999572,-9.97293300
-64.49999573,-9.86466500
-63.99999575,-9.75209100
-63.49999576,-9.63336600
-62.99999578,-9.69365100
-62.49999579,-9.94279000
-61.99999580,-9.93971300
-61.49999582,-9.68011800
-60.99999583,-9.67704200
-60.49999585,-9.92618100
-59.99999586,-9.98400600
-59.49999587,-9.85420700
-58.99999589,-9.79330700
-58.49999590,-9.79330700
-57.99999592,-9.84867000
