Time,Voltage
(ns),(mV)

0,-1.03716
2,-1.21001
4,-1.03716
6,-1.21001
8,-0.864296
10,-1.21001
12,-0.864296
14,-1.03716
16,-0.864296
18,-1.21001
20,-1.21001
22,-1.03716
24,-0.691437
26,-1.21001
28,-1.03716
30,-1.21001
32,-0.864296
34,-1.21001
36,-1.03716
38,-1.21001
40,-0.864296
42,-1.21001
44,-0.864296
46,-1.03716
48,-0.691437
50,-1.03716
52,-1.21001
54,-1.21001
56,-1.03716
58,-1.03716
60,-0.864296
62,-0.864296
64,-0.864296
66,-1.03716
68,-0.864296
70,-0.864296
72,-1.03716
74,-1.21001
76,-1.03716
78,-1.03716
80,-1.03716
82,-0.864296
84,-1.21001
86,-1.21001
88,-1.03716
90,-1.21001
92,-1.03716
94,-1.03716
96,-0.864296
98,-1.03716
100,-1.03716
102,-0.864296
104,-0.864296
106,-1.38287
108,-1.21001
110,-0.864296
112,-1.03716
114,-1.21001
116,-1.03716
118,-1.21001
120,-0.864296
122,-1.21001
124,-1.21001
126,-1.03716
128,-0.864296
130,-0.864296
132,-1.03716
134,-0.864296
136,-0.864296
138,-1.03716
140,-1.03716
142,-1.03716
144,-0.864296
146,-0.864296
148,-1.21001
150,-0.864296
152,-0.518578
154,-1.21001
156,-0.864296
158,-0.864296
160,-0.691437
162,-0.864296
164,-1.03716
166,-0.864296
168,-1.03716
170,-0.864296
172,-1.21001
174,-1.03716
176,-1.03716
178,-0.864296
180,-1.03716
182,-0.864296
184,-0.864296
186,-0.864296
188,-0.691437
190,-1.03716
192,-0.691437
194,-0.691437
196,-1.03716
198,-0.864296
200,-0.691437
202,-1.21001
204,-0.864296
206,-0.864296
208,-0.864296
210,-1.03716
212,-0.864296
214,-0.864296
216,-1.03716
218,-1.03716
220,-1.21001
222,-0.864296
224,-0.691437
226,-1.03716
228,-1.03716
230,-1.03716
232,-0.518578
234,-1.03716
236,-1.03716
238,-0.864296
240,-0.691437
242,-0.864296
244,-1.03716
246,-1.21001
248,-1.03716
250,-1.03716
252,-1.03716
254,-1.21001
256,-1.03716
258,-0.864296
260,-1.21001
262,-0.864296
264,-0.864296
266,-1.03716
268,-1.03716
270,-0.864296
272,-0.864296
274,-0.864296
276,-1.03716
278,-1.03716
280,-0.691437
282,-1.03716
284,-1.03716
286,-0.864296
288,-0.691437
290,-0.864296
292,-1.03716
294,-0.864296
296,-0.691437
298,-1.21001
300,-0.864296
302,-0.864296
304,-0.691437
