Time,Voltage
(ns),(mV)

0,-0.345719
2,-0.691437
4,-0.518578
6,-0.691437
8,-0.518578
10,-0.864296
12,-0.691437
14,-0.691437
16,-0.691437
18,-0.691437
20,-0.691437
22,-0.691437
24,-0.518578
26,-0.864296
28,-0.518578
30,-0.518578
32,-0.518578
34,-0.864296
36,-0.691437
38,-0.691437
40,-0.518578
42,-0.864296
44,-0.691437
46,-0.691437
48,-0.345719
50,-0.691437
52,-0.345719
54,-0.691437
56,-0.518578
58,-0.864296
60,-0.691437
62,-0.864296
64,-0.345719
66,-0.691437
68,-0.691437
70,-0.864296
72,-0.518578
74,-0.864296
76,-0.518578
78,-0.691437
80,-0.518578
82,-0.864296
84,-0.864296
86,-0.691437
88,-0.691437
90,-0.691437
92,-0.691437
94,-0.345719
96,-0.691437
98,-0.691437
100,-0.691437
102,-0.691437
104,-0.691437
106,-0.691437
108,-0.691437
110,-0.691437
112,-0.691437
114,-0.691437
116,-0.691437
118,-0.345719
120,-0.691437
122,-0.691437
124,-0.691437
126,-0.691437
128,-0.691437
130,-0.518578
132,-0.345719
134,-0.691437
136,-0.691437
138,-0.691437
140,-0.691437
142,-0.691437
144,-0.518578
146,-0.691437
148,-0.691437
150,-0.691437
152,-0.691437
154,-0.691437
156,-0.518578
158,-0.691437
160,-0.345719
162,-0.691437
164,-0.691437
166,-0.518578
168,-0.518578
170,-0.864296
172,-0.691437
174,-0.691437
176,-0.518578
178,-0.691437
180,-0.691437
182,-0.691437
184,-0.691437
186,-0.691437
188,-0.691437
190,-0.691437
192,-0.518578
194,-0.864296
196,-0.691437
198,-0.518578
200,-0.345719
202,-0.691437
204,-0.518578
206,-0.691437
208,-0.345719
210,-0.691437
212,-0.691437
214,-0.691437
216,-0.691437
218,-0.864296
220,-0.518578
222,-0.691437
224,-0.518578
226,-0.691437
228,-0.691437
230,-0.691437
232,-0.518578
234,-0.691437
236,-0.345719
238,-0.691437
240,-0.345719
242,-0.691437
244,-0.691437
246,-0.691437
248,-0.691437
250,-0.864296
252,-0.518578
254,-0.691437
256,-0.518578
258,-0.691437
260,-0.691437
262,-0.691437
264,-0.691437
266,-0.864296
268,-0.864296
270,-0.518578
272,-0.345719
274,-0.691437
276,-0.691437
278,-0.691437
280,-0.691437
282,-0.691437
284,-0.864296
286,-0.691437
288,-0.518578
290,-0.691437
292,-0.691437
294,-0.691437
296,-0.518578
298,-0.864296
300,-0.691437
302,-0.691437
304,-0.691437
