Time,Voltage
(ns),(mV)

0,-1.03716
2,-1.03716
4,-0.691437
6,-1.03716
8,-0.864296
10,-0.864296
12,-0.691437
14,-0.864296
16,-1.21001
18,-0.864296
20,-1.03716
22,-0.691437
24,-0.864296
26,-0.691437
28,-0.864296
30,-0.691437
32,-1.03716
34,-0.691437
36,-0.864296
38,-0.691437
40,-0.864296
42,-1.03716
44,-0.864296
46,-0.691437
48,-1.03716
50,-0.691437
52,-0.864296
54,-0.691437
56,-0.864296
58,-1.03716
60,-0.864296
62,-1.03716
64,-1.21001
66,-0.864296
68,-0.864296
70,-0.691437
72,-1.03716
74,-1.03716
76,-0.691437
78,-1.03716
80,-1.21001
82,-0.864296
84,-0.864296
86,-0.864296
88,-0.864296
90,-0.691437
92,-0.864296
94,-0.864296
96,-1.55573
98,-1.03716
100,-0.864296
102,-0.864296
104,-0.864296
106,-0.864296
108,-0.864296
110,-0.691437
112,-0.864296
114,-0.864296
116,-1.03716
118,-1.03716
120,-0.864296
122,-0.691437
124,-0.864296
126,-0.691437
128,-1.03716
130,-0.864296
132,-0.864296
134,-0.691437
136,-0.864296
138,-0.864296
140,-0.864296
142,-0.691437
144,-1.21001
146,-0.864296
148,-0.864296
150,-0.864296
152,-0.864296
154,-1.03716
156,-1.03716
158,-0.691437
160,-0.864296
162,-0.864296
164,-0.864296
166,-0.691437
168,-1.03716
170,-0.864296
172,-0.864296
174,-1.03716
176,-1.38287
178,-0.691437
180,-1.03716
182,-0.691437
184,-1.03716
186,-1.03716
188,-0.864296
190,-0.864296
192,-0.864296
194,-1.03716
196,-1.03716
198,-1.03716
200,-0.864296
202,-0.864296
204,-1.03716
206,-0.691437
208,-1.21001
210,-0.864296
212,-0.864296
214,-0.691437
216,-0.864296
218,-1.03716
220,-1.21001
222,-0.691437
224,-1.21001
226,-0.864296
228,-1.03716
230,-0.864296
232,-0.864296
234,-0.864296
236,-0.864296
238,-0.691437
240,-1.21001
242,-0.864296
244,-0.864296
246,-0.864296
248,-1.03716
250,-1.03716
252,-0.864296
254,-0.691437
256,-1.21001
258,-0.864296
260,-0.864296
262,-0.691437
264,-0.864296
266,-1.03716
268,-1.03716
270,-1.03716
272,-1.21001
274,-0.691437
276,-1.03716
278,-0.691437
280,-1.03716
282,-1.03716
284,-0.864296
286,-0.691437
288,-1.03716
290,-1.03716
292,-1.21001
294,-0.691437
296,-0.864296
298,-1.03716
300,-1.03716
302,-0.864296
304,-1.21001
