Time,Voltage
(ns),(mV)

0,-0.864296
2,-0.691437
4,-1.03716
6,-0.864296
8,-0.864296
10,-0.691437
12,-0.864296
14,-1.03716
16,-0.864296
18,-0.518578
20,-1.03716
22,-0.864296
24,-0.864296
26,-0.518578
28,-1.03716
30,-0.691437
32,-0.864296
34,-0.691437
36,-0.864296
38,-0.864296
40,-0.691437
42,-0.691437
44,-0.864296
46,-0.864296
48,-0.691437
50,-0.864296
52,-0.864296
54,-0.864296
56,-0.864296
58,-0.691437
60,-0.691437
62,-0.864296
64,-0.864296
66,-0.691437
68,-1.21001
70,-0.691437
72,-1.03716
74,-0.691437
76,-0.691437
78,-0.691437
80,-0.691437
82,-0.691437
84,-0.864296
86,-0.691437
88,-0.864296
90,-0.518578
92,-0.864296
94,-0.691437
96,-0.864296
98,-0.691437
100,-1.03716
102,-0.864296
104,-0.864296
106,-0.691437
108,-0.691437
110,-0.691437
112,-0.691437
114,-0.691437
116,-0.864296
118,-0.864296
120,-0.691437
122,-0.518578
124,-0.691437
126,-0.691437
128,-0.864296
130,-0.345719
132,-0.864296
134,-0.691437
136,-0.864296
138,-0.345719
140,-0.864296
142,-0.691437
144,-0.864296
146,-0.691437
148,-1.03716
150,-0.691437
152,-0.864296
154,-0.518578
156,-0.691437
158,-1.03716
160,-0.691437
162,-0.691437
164,-0.864296
166,-0.691437
168,-0.691437
170,-0.518578
172,-0.864296
174,-0.691437
176,-0.691437
178,-0.691437
180,-1.03716
182,-0.691437
184,-0.691437
186,-0.345719
188,-0.864296
190,-0.691437
192,-0.518578
194,-0.864296
196,-1.03716
198,-0.691437
200,-0.691437
202,-0.518578
204,-0.691437
206,-0.691437
208,-0.864296
210,-0.691437
212,-1.03716
214,-0.691437
216,-1.03716
218,-0.691437
220,-0.864296
222,-0.864296
224,-0.691437
226,-0.691437
228,-0.864296
230,-1.03716
232,-0.691437
234,-0.864296
236,-0.691437
238,-1.03716
240,-0.864296
242,-0.691437
244,-0.864296
246,-0.691437
248,-0.691437
250,-0.691437
252,-0.864296
254,-0.864296
256,-0.864296
258,-0.691437
260,-0.691437
262,-0.518578
264,-0.864296
266,-0.691437
268,-0.691437
270,-0.864296
272,-0.864296
274,-1.03716
276,-0.864296
278,-0.864296
280,-0.691437
282,-0.518578
284,-0.691437
286,-0.691437
288,-0.691437
290,-0.691437
292,-0.864296
294,-0.691437
296,-0.691437
298,-0.691437
300,-0.691437
302,-1.03716
304,-0.864296
