Time,Voltage
(ns),(mV)

0,-0.864296
2,-1.03716
4,-1.03716
6,-0.691437
8,-1.21001
10,-1.03716
12,-0.864296
14,-1.03716
16,-0.864296
18,-1.03716
20,-1.03716
22,-0.864296
24,-1.21001
26,-0.864296
28,-0.864296
30,-1.03716
32,-0.864296
34,-1.21001
36,-0.864296
38,-0.864296
40,-1.21001
42,-1.03716
44,-0.864296
46,-0.864296
48,-1.21001
50,-1.03716
52,-1.21001
54,-0.864296
56,-1.03716
58,-1.03716
60,-1.21001
62,-0.691437
64,-0.864296
66,-1.03716
68,-1.21001
70,-1.03716
72,-1.21001
74,-1.03716
76,-1.03716
78,-0.691437
80,-0.864296
82,-1.03716
84,-1.03716
86,-0.864296
88,-1.21001
90,-1.03716
92,-1.21001
94,-0.691437
96,-1.21001
98,-1.03716
100,-0.864296
102,-1.03716
104,-1.38287
106,-1.03716
108,-1.03716
110,-0.691437
112,-1.03716
114,-1.03716
116,-0.864296
118,-0.691437
120,-1.21001
122,-0.864296
124,-0.864296
126,-0.691437
128,-1.21001
130,-1.21001
132,-0.864296
134,-1.03716
136,-1.21001
138,-1.03716
140,-1.21001
142,-1.03716
144,-1.21001
146,-1.03716
148,-1.03716
150,-0.864296
152,-0.864296
154,-1.03716
156,-1.21001
158,-0.864296
160,-1.21001
162,-0.864296
164,-1.21001
166,-0.691437
168,-1.21001
170,-0.864296
172,-0.864296
174,-0.864296
176,-0.864296
178,-1.03716
180,-1.21001
182,-0.691437
184,-0.864296
186,-1.21001
188,-1.03716
190,-0.864296
192,-1.21001
194,-0.864296
196,-0.864296
198,-1.03716
200,-1.03716
202,-1.03716
204,-0.864296
206,-1.03716
208,-1.03716
210,-1.03716
212,-1.03716
214,-0.691437
216,-1.21001
218,-0.864296
220,-0.864296
222,-0.691437
224,-0.864296
226,-1.03716
228,-0.864296
230,-1.03716
232,-1.38287
234,-0.864296
236,-0.864296
238,-0.691437
240,-1.03716
242,-0.864296
244,-1.03716
246,-1.03716
248,-1.21001
250,-1.21001
252,-0.864296
254,-1.03716
256,-1.03716
258,-1.03716
260,-1.03716
262,-0.864296
264,-1.03716
266,-1.03716
268,-0.864296
270,-0.864296
272,-1.21001
274,-1.03716
276,-0.864296
278,-1.03716
280,-1.03716
282,-1.03716
284,-0.864296
286,-0.691437
288,-1.21001
290,-1.03716
292,-0.864296
294,-1.03716
296,-0.864296
298,-0.864296
300,-1.03716
302,-0.691437
304,-1.21001
