Time,Voltage
(ns),(mV)

0,-0.691437
2,-0.864296
4,-0.691437
6,-0.691437
8,-1.03716
10,-1.03716
12,-0.864296
14,-0.691437
16,-0.864296
18,-1.21001
20,-0.864296
22,-0.864296
24,-0.864296
26,-0.864296
28,-0.864296
30,-0.691437
32,-0.691437
34,-0.691437
36,-0.864296
38,-0.691437
40,-0.864296
42,-0.864296
44,-0.864296
46,-0.864296
48,-0.691437
50,-0.864296
52,-1.03716
54,-0.864296
56,-1.03716
58,-0.864296
60,-0.864296
62,-0.691437
64,-0.864296
66,-0.691437
68,-0.691437
70,-1.03716
72,-0.691437
74,-1.03716
76,-0.864296
78,-0.691437
80,-0.691437
82,-1.03716
84,-0.864296
86,-0.691437
88,-0.864296
90,-0.691437
92,-0.864296
94,-0.864296
96,-1.03716
98,-0.691437
100,-0.691437
102,-1.03716
104,-0.691437
106,-0.691437
108,-0.864296
110,-0.518578
112,-0.691437
114,-0.864296
116,-1.03716
118,-0.691437
120,-1.03716
122,-1.03716
124,-0.691437
126,-0.691437
128,-0.864296
130,-0.864296
132,-1.03716
134,-0.864296
136,-1.03716
138,-1.03716
140,-0.864296
142,-0.864296
144,-0.864296
146,-0.864296
148,-0.864296
150,-0.691437
152,-1.03716
154,-1.03716
156,-0.864296
158,-0.691437
160,-0.864296
162,-0.691437
164,-0.864296
166,-0.691437
168,-1.21001
170,-0.864296
172,-0.864296
174,-0.691437
176,-0.864296
178,-0.864296
180,-0.864296
182,-0.864296
184,-0.864296
186,-0.691437
188,-0.691437
190,-0.691437
192,-0.864296
194,-0.864296
196,-1.03716
198,-0.691437
200,-0.864296
202,-1.03716
204,-0.864296
206,-0.691437
208,-0.691437
210,-0.864296
212,-0.864296
214,-0.864296
216,-0.864296
218,-0.864296
220,-0.691437
222,-0.691437
224,-1.03716
226,-0.864296
228,-0.864296
230,-0.691437
232,-1.21001
234,-0.691437
236,-0.864296
238,-0.691437
240,-1.03716
242,-0.864296
244,-1.03716
246,-0.691437
248,-1.03716
250,-0.864296
252,-0.864296
254,-0.518578
256,-0.864296
258,-1.03716
260,-0.864296
262,-0.691437
264,-1.03716
266,-0.864296
268,-0.518578
270,-0.691437
272,-0.864296
274,-0.864296
276,-0.691437
278,-0.691437
280,-0.864296
282,-0.864296
284,-0.864296
286,-0.691437
288,-0.864296
290,-0.864296
292,-0.864296
294,-0.691437
296,-0.864296
298,-1.03716
300,-1.21001
302,-0.691437
304,-1.03716
