Time,Voltage
(ns),(mV)

0,-1.03716
2,-0.864296
4,-0.864296
6,-1.03716
8,-0.864296
10,-1.21001
12,-1.03716
14,-1.03716
16,-1.03716
18,-1.03716
20,-0.864296
22,-1.03716
24,-1.03716
26,-1.21001
28,-0.864296
30,-0.864296
32,-1.21001
34,-1.03716
36,-1.03716
38,-0.691437
40,-0.864296
42,-0.864296
44,-1.03716
46,-0.864296
48,-1.21001
50,-0.691437
52,-0.864296
54,-1.03716
56,-1.03716
58,-0.864296
60,-0.864296
62,-0.864296
64,-1.21001
66,-1.03716
68,-0.864296
70,-1.03716
72,-1.03716
74,-1.03716
76,-0.691437
78,-0.864296
80,-1.03716
82,-1.03716
84,-0.864296
86,-0.864296
88,-1.03716
90,-1.03716
92,-1.21001
94,-1.03716
96,-1.21001
98,-1.03716
100,-0.864296
102,-0.691437
104,-1.03716
106,-1.03716
108,-1.03716
110,-1.03716
112,-1.21001
114,-0.518578
116,-0.864296
118,-0.864296
120,-1.21001
122,-1.03716
124,-1.03716
126,-1.03716
128,-1.21001
130,-0.864296
132,-0.691437
134,-0.691437
136,-1.03716
138,-0.864296
140,-1.03716
142,-1.03716
144,-1.03716
146,-0.864296
148,-1.03716
150,-0.864296
152,-0.864296
154,-0.864296
156,-1.03716
158,-1.03716
160,-1.03716
162,-0.691437
164,-0.864296
166,-0.691437
168,-0.864296
170,-0.864296
172,-0.864296
174,-1.03716
176,-1.21001
178,-0.864296
180,-0.864296
182,-0.864296
184,-1.21001
186,-1.03716
188,-0.864296
190,-0.691437
192,-1.21001
194,-1.03716
196,-1.03716
198,-1.03716
200,-0.864296
202,-0.864296
204,-1.03716
206,-1.03716
208,-1.21001
210,-1.03716
212,-0.864296
214,-1.03716
216,-1.03716
218,-1.21001
220,-0.864296
222,-1.03716
224,-0.864296
226,-1.03716
228,-0.864296
230,-1.03716
232,-1.03716
234,-0.691437
236,-0.864296
238,-0.864296
240,-1.03716
242,-1.03716
244,-1.03716
246,-0.864296
248,-1.03716
250,-1.03716
252,-1.21001
254,-0.864296
256,-1.21001
258,-1.03716
260,-1.03716
262,-0.691437
264,-0.864296
266,-1.03716
268,-0.864296
270,-1.03716
272,-1.03716
274,-0.864296
276,-0.864296
278,-0.691437
280,-0.864296
282,-1.03716
284,-0.864296
286,-0.864296
288,-1.21001
290,-0.691437
292,-1.03716
294,-0.864296
296,-0.864296
298,-1.03716
300,-1.21001
302,-0.864296
304,-1.03716
