Time,Voltage
(ns),(mV)

0,-1.21001
2,-1.03716
4,-1.03716
6,-0.864296
8,-1.21001
10,-1.21001
12,-0.864296
14,-0.864296
16,-1.03716
18,-0.691437
20,-0.864296
22,-0.864296
24,-0.864296
26,-1.21001
28,-0.864296
30,-1.03716
32,-1.03716
34,-0.864296
36,-0.864296
38,-0.864296
40,-1.03716
42,-0.864296
44,-1.21001
46,-0.691437
48,-0.864296
50,-1.03716
52,-1.03716
54,-0.691437
56,-0.864296
58,-0.864296
60,-1.03716
62,-1.03716
64,-1.21001
66,-0.864296
68,-0.864296
70,-0.691437
72,-0.864296
74,-0.864296
76,-1.03716
78,-0.864296
80,-1.21001
82,-1.03716
84,-1.03716
86,-1.03716
88,-1.21001
90,-0.864296
92,-1.21001
94,-1.03716
96,-1.21001
98,-0.864296
100,-0.864296
102,-0.691437
104,-1.21001
106,-1.03716
108,-1.03716
110,-1.03716
112,-1.03716
114,-0.864296
116,-1.03716
118,-0.691437
120,-0.864296
122,-0.691437
124,-0.864296
126,-1.03716
128,-1.03716
130,-1.03716
132,-0.864296
134,-1.03716
136,-0.864296
138,-0.864296
140,-0.864296
142,-0.864296
144,-1.21001
146,-1.03716
148,-1.21001
150,-0.864296
152,-0.864296
154,-1.03716
156,-0.864296
158,-1.03716
160,-1.21001
162,-0.691437
164,-1.03716
166,-0.691437
168,-1.03716
170,-1.21001
172,-1.03716
174,-1.03716
176,-1.21001
178,-1.03716
180,-0.864296
182,-0.691437
184,-0.864296
186,-0.691437
188,-1.38287
190,-0.691437
192,-1.03716
194,-1.03716
196,-1.03716
198,-1.03716
200,-1.03716
202,-0.691437
204,-1.03716
206,-1.03716
208,-1.21001
210,-1.03716
212,-0.864296
214,-0.691437
216,-0.864296
218,-0.691437
220,-1.21001
222,-0.864296
224,-1.21001
226,-1.03716
228,-0.864296
230,-0.691437
232,-1.21001
234,-1.03716
236,-0.864296
238,-1.03716
240,-1.21001
242,-0.864296
244,-0.691437
246,-0.864296
248,-1.03716
250,-0.691437
252,-0.864296
254,-0.864296
256,-1.21001
258,-0.864296
260,-1.21001
262,-0.691437
264,-0.864296
266,-0.864296
268,-0.864296
270,-1.03716
272,-1.03716
274,-0.864296
276,-0.864296
278,-0.691437
280,-0.864296
282,-0.864296
284,-0.864296
286,-0.864296
288,-1.21001
290,-0.691437
292,-1.03716
294,-0.864296
296,-0.864296
298,-1.21001
300,-0.864296
302,-1.03716
304,-1.21001
