Time,Voltage
(ns),(mV)

0,-1.21001
2,-0.864296
4,-0.864296
6,-0.691437
8,-0.864296
10,-1.03716
12,-0.864296
14,-1.03716
16,-1.21001
18,-1.03716
20,-1.03716
22,-0.864296
24,-0.864296
26,-1.03716
28,-1.03716
30,-1.03716
32,-1.21001
34,-1.03716
36,-0.691437
38,-0.691437
40,-0.864296
42,-0.864296
44,-1.03716
46,-1.03716
48,-1.21001
50,-1.03716
52,-1.21001
54,-0.691437
56,-1.03716
58,-1.03716
60,-1.03716
62,-0.864296
64,-1.21001
66,-0.864296
68,-1.03716
70,-0.691437
72,-1.03716
74,-1.03716
76,-1.03716
78,-1.03716
80,-1.21001
82,-0.864296
84,-1.21001
86,-1.03716
88,-0.864296
90,-1.03716
92,-1.03716
94,-1.03716
96,-1.21001
98,-1.21001
100,-0.864296
102,-0.864296
104,-1.03716
106,-1.03716
108,-0.864296
110,-0.864296
112,-1.03716
114,-1.03716
116,-0.864296
118,-0.691437
120,-1.03716
122,-1.03716
124,-0.864296
126,-1.03716
128,-1.03716
130,-1.03716
132,-1.03716
134,-1.03716
136,-0.864296
138,-1.03716
140,-1.03716
142,-1.03716
144,-1.21001
146,-1.03716
148,-0.864296
150,-0.691437
152,-0.864296
154,-1.03716
156,-0.864296
158,-0.864296
160,-1.03716
162,-1.03716
164,-1.03716
166,-0.864296
168,-1.03716
170,-0.691437
172,-0.864296
174,-1.03716
176,-1.21001
178,-1.03716
180,-0.864296
182,-0.691437
184,-0.864296
186,-1.21001
188,-0.864296
190,-1.03716
192,-1.21001
194,-1.03716
196,-0.864296
198,-0.864296
200,-0.864296
202,-0.864296
204,-0.864296
206,-1.03716
208,-1.21001
210,-0.864296
212,-0.864296
214,-0.691437
216,-0.864296
218,-0.864296
220,-0.864296
222,-1.03716
224,-1.21001
226,-0.864296
228,-1.03716
230,-0.864296
232,-0.864296
234,-1.03716
236,-0.864296
238,-1.03716
240,-1.21001
242,-0.864296
244,-1.03716
246,-0.518578
248,-1.03716
250,-1.21001
252,-0.864296
254,-1.03716
256,-1.03716
258,-1.03716
260,-1.03716
262,-0.864296
264,-0.864296
266,-0.864296
268,-0.864296
270,-1.03716
272,-0.864296
274,-0.864296
276,-0.864296
278,-0.691437
280,-0.864296
282,-1.03716
284,-1.03716
286,-1.21001
288,-1.21001
290,-0.691437
292,-0.864296
294,-0.691437
296,-0.864296
298,-1.03716
300,-1.03716
302,-0.691437
304,-1.21001
