Time,Voltage
(ns),(mV)

0,-1.03716
2,-1.03716
4,-1.21001
6,-1.03716
8,-1.03716
10,-1.03716
12,-0.691437
14,-0.691437
16,-1.03716
18,-1.03716
20,-0.864296
22,-1.03716
24,-1.03716
26,-1.03716
28,-0.864296
30,-0.864296
32,-0.864296
34,-1.03716
36,-0.864296
38,-0.691437
40,-1.03716
42,-1.03716
44,-0.691437
46,-0.691437
48,-0.864296
50,-1.03716
52,-0.864296
54,-1.03716
56,-1.21001
58,-1.03716
60,-0.691437
62,-0.691437
64,-1.03716
66,-0.691437
68,-0.864296
70,-0.864296
72,-1.03716
74,-1.03716
76,-0.864296
78,-0.691437
80,-1.03716
82,-1.03716
84,-0.864296
86,-0.864296
88,-0.864296
90,-1.03716
92,-0.864296
94,-0.691437
96,-1.03716
98,-1.03716
100,-0.864296
102,-0.864296
104,-1.21001
106,-0.691437
108,-1.03716
110,-0.691437
112,-0.691437
114,-1.03716
116,-0.864296
118,-0.864296
120,-1.21001
122,-1.03716
124,-0.864296
126,-0.691437
128,-0.864296
130,-1.03716
132,-0.864296
134,-1.03716
136,-1.21001
138,-1.03716
140,-0.864296
142,-1.03716
144,-0.864296
146,-1.03716
148,-0.864296
150,-0.864296
152,-1.21001
154,-0.864296
156,-1.03716
158,-0.691437
160,-1.03716
162,-1.03716
164,-1.03716
166,-1.03716
168,-0.864296
170,-0.691437
172,-0.864296
174,-0.691437
176,-1.03716
178,-0.864296
180,-0.864296
182,-1.03716
184,-1.21001
186,-0.864296
188,-0.864296
190,-0.864296
192,-1.21001
194,-1.03716
196,-1.21001
198,-1.03716
200,-1.03716
202,-1.03716
204,-0.864296
206,-0.691437
208,-0.864296
210,-1.03716
212,-0.864296
214,-1.03716
216,-1.21001
218,-0.864296
220,-0.864296
222,-0.864296
224,-0.864296
226,-0.864296
228,-0.864296
230,-1.03716
232,-1.03716
234,-1.03716
236,-0.691437
238,-0.691437
240,-1.03716
242,-1.03716
244,-0.864296
246,-0.864296
248,-1.21001
250,-0.691437
252,-0.864296
254,-0.691437
256,-0.864296
258,-1.03716
260,-1.03716
262,-0.864296
264,-1.03716
266,-1.03716
268,-0.691437
270,-0.691437
272,-0.691437
274,-0.864296
276,-1.03716
278,-0.864296
280,-1.21001
282,-0.864296
284,-0.864296
286,-0.691437
288,-0.864296
290,-1.03716
292,-1.21001
294,-0.864296
296,-1.21001
298,-1.03716
300,-0.691437
302,-0.864296
304,-0.864296
