Time,Voltage
(ns),(mV)

0,-0.518578
2,-0.691437
4,-0.691437
6,-0.864296
8,-0.345719
10,-0.864296
12,-0.691437
14,-0.518578
16,-0.691437
18,-0.864296
20,-0.691437
22,-0.864296
24,-0.691437
26,-0.864296
28,-0.864296
30,-0.691437
32,-0.691437
34,-0.864296
36,-0.691437
38,-0.864296
40,-0.691437
42,-0.864296
44,-0.864296
46,-0.691437
48,-0.691437
50,-0.691437
52,-0.691437
54,-1.03716
56,-0.691437
58,-0.864296
60,-0.691437
62,-0.691437
64,-0.345719
66,-0.864296
68,-0.864296
70,-0.691437
72,-0.691437
74,-1.03716
76,-1.03716
78,-0.864296
80,-0.172859
82,-0.691437
84,-0.518578
86,-0.864296
88,-0.518578
90,-1.03716
92,-0.691437
94,-0.691437
96,-0.518578
98,-0.864296
100,-0.691437
102,-0.864296
104,-0.691437
106,-0.864296
108,-0.691437
110,-0.691437
112,-0.518578
114,-0.691437
116,-0.864296
118,-0.864296
120,-0.691437
122,-0.864296
124,-0.691437
126,-0.864296
128,-0.691437
130,-0.864296
132,-0.691437
134,-0.691437
136,-0.518578
138,-0.691437
140,-0.691437
142,-0.691437
144,-0.518578
146,-0.691437
148,-0.691437
150,-0.691437
152,-0.345719
154,-0.691437
156,-0.691437
158,-0.691437
160,-0.691437
162,-0.691437
164,-0.691437
166,-0.691437
168,-0.691437
170,-0.864296
172,-0.518578
174,-0.691437
176,-0.518578
178,-0.691437
180,-0.691437
182,-0.691437
184,-0.691437
186,-0.691437
188,-0.691437
190,-0.691437
192,-0.518578
194,-0.864296
196,-0.864296
198,-0.691437
200,-0.691437
202,-1.03716
204,-0.864296
206,-0.864296
208,-0.691437
210,-0.691437
212,-1.03716
214,-0.864296
216,-0.691437
218,-0.864296
220,-0.691437
222,-0.691437
224,-0.691437
226,-0.691437
228,-0.864296
230,-0.691437
232,-0.691437
234,-1.03716
236,-0.864296
238,-0.691437
240,-0.691437
242,-0.691437
244,-0.691437
246,-0.691437
248,-0.691437
250,-1.03716
252,-0.691437
254,-0.691437
256,-0.691437
258,-0.864296
260,-0.691437
262,-0.691437
264,-0.691437
266,-1.03716
268,-0.864296
270,-0.864296
272,-0.518578
274,-0.864296
276,-0.518578
278,-0.691437
280,-0.691437
282,-1.03716
284,-0.864296
286,-0.691437
288,-0.518578
290,-0.691437
292,-0.864296
294,-0.864296
296,-0.691437
298,-0.864296
300,-0.691437
302,-0.691437
304,-0.518578
