Time,Voltage
(ns),(mV)

0,-0.864296
2,-0.864296
4,-0.691437
6,-0.691437
8,-0.864296
10,-0.691437
12,-0.691437
14,-0.691437
16,-0.864296
18,-0.864296
20,-0.691437
22,-0.691437
24,-0.864296
26,-0.864296
28,-0.691437
30,-0.518578
32,-0.691437
34,-1.03716
36,-0.518578
38,-0.864296
40,-0.691437
42,-0.864296
44,-0.691437
46,-0.691437
48,-0.691437
50,-0.691437
52,-0.691437
54,-0.691437
56,-0.691437
58,-0.691437
60,-0.691437
62,-0.518578
64,-0.864296
66,-0.518578
68,-0.691437
70,-0.691437
72,-1.21001
74,-0.691437
76,-0.691437
78,-0.691437
80,-0.864296
82,-0.518578
84,-0.691437
86,-0.691437
88,-0.518578
90,-0.691437
92,-0.864296
94,-0.518578
96,-0.691437
98,-0.864296
100,-0.864296
102,-0.691437
104,-0.691437
106,-0.691437
108,-0.691437
110,-0.518578
112,-0.691437
114,-0.691437
116,-0.518578
118,-0.518578
120,-0.864296
122,-0.691437
124,-0.691437
126,-0.691437
128,-0.691437
130,-0.691437
132,-0.518578
134,-0.345719
136,-1.03716
138,-0.691437
140,-0.691437
142,-0.691437
144,-0.691437
146,-0.864296
148,-0.518578
150,-0.691437
152,-0.864296
154,-0.691437
156,-0.691437
158,-0.691437
160,-0.691437
162,-0.691437
164,-0.691437
166,-0.518578
168,-0.864296
170,-0.864296
172,-0.691437
174,-0.691437
176,-0.691437
178,-0.691437
180,-0.691437
182,-0.691437
184,-0.864296
186,-0.691437
188,-0.691437
190,-0.691437
192,-0.864296
194,-0.691437
196,-0.691437
198,-0.518578
200,-0.864296
202,-0.864296
204,-0.345719
206,-0.345719
208,-0.691437
210,-0.691437
212,-0.691437
214,-0.691437
216,-0.691437
218,-0.691437
220,-0.691437
222,-0.518578
224,-0.691437
226,-0.691437
228,-0.691437
230,-0.691437
232,-1.03716
234,-0.691437
236,-0.691437
238,-0.691437
240,-0.691437
242,-0.864296
244,-0.691437
246,-0.691437
248,-0.864296
250,-0.864296
252,-0.864296
254,-0.691437
256,-0.691437
258,-0.691437
260,-0.864296
262,-0.864296
264,-0.864296
266,-0.864296
268,-0.691437
270,-0.345719
272,-0.691437
274,-0.691437
276,-0.691437
278,-0.518578
280,-0.864296
282,-0.518578
284,-0.691437
286,-0.518578
288,-0.691437
290,-0.691437
292,-0.691437
294,-0.691437
296,-0.864296
298,-0.691437
300,-0.864296
302,-0.691437
304,-0.691437
