Time,Voltage
(ns),(mV)

0,-1.21001
2,-0.691437
4,-1.03716
6,-1.03716
8,-1.03716
10,-1.03716
12,-1.21001
14,-0.864296
16,-1.21001
18,-1.03716
20,-0.864296
22,-1.21001
24,-1.21001
26,-1.03716
28,-1.03716
30,-0.864296
32,-1.21001
34,-1.03716
36,-0.864296
38,-1.03716
40,-1.38287
42,-1.03716
44,-1.21001
46,-1.03716
48,-1.03716
50,-1.21001
52,-1.21001
54,-1.03716
56,-1.21001
58,-1.03716
60,-1.21001
62,-1.03716
64,-1.21001
66,-1.03716
68,-1.21001
70,-1.03716
72,-1.21001
74,-1.03716
76,-1.03716
78,-1.03716
80,-1.03716
82,-1.03716
84,-1.03716
86,-0.691437
88,-1.55573
90,-1.03716
92,-1.21001
94,-0.864296
96,-1.21001
98,-1.21001
100,-1.38287
102,-0.691437
104,-1.21001
106,-0.691437
108,-1.03716
110,-1.03716
112,-1.03716
114,-1.21001
116,-1.21001
118,-0.691437
120,-1.21001
122,-1.03716
124,-1.03716
126,-0.864296
128,-1.03716
130,-1.03716
132,-1.03716
134,-1.03716
136,-1.21001
138,-1.03716
140,-1.03716
142,-1.03716
144,-1.03716
146,-1.03716
148,-1.03716
150,-1.03716
152,-1.03716
154,-1.21001
156,-1.21001
158,-1.21001
160,-1.21001
162,-1.03716
164,-1.21001
166,-1.03716
168,-1.38287
170,-1.03716
172,-1.21001
174,-1.03716
176,-1.21001
178,-1.03716
180,-1.21001
182,-1.21001
184,-1.21001
186,-1.03716
188,-1.03716
190,-1.03716
192,-1.21001
194,-1.03716
196,-1.21001
198,-1.03716
200,-1.21001
202,-1.03716
204,-0.864296
206,-1.03716
208,-0.864296
210,-1.03716
212,-1.03716
214,-0.864296
216,-1.21001
218,-1.21001
220,-1.21001
222,-0.691437
224,-1.21001
226,-1.03716
228,-1.21001
230,-0.691437
232,-1.21001
234,-1.21001
236,-1.21001
238,-1.03716
240,-1.38287
242,-1.03716
244,-1.21001
246,-1.03716
248,-1.38287
250,-1.03716
252,-1.21001
254,-1.03716
256,-0.864296
258,-1.03716
260,-1.03716
262,-0.864296
264,-1.21001
266,-1.03716
268,-0.864296
270,-0.864296
272,-0.864296
274,-1.21001
276,-1.03716
278,-1.03716
280,-1.21001
282,-1.21001
284,-1.03716
286,-1.03716
288,-1.21001
290,-1.21001
292,-1.21001
294,-1.03716
296,-1.21001
298,-1.03716
300,-0.864296
302,-0.691437
304,-1.03716
