Time,Voltage
(ns),(mV)

0,-1.21001
2,-0.691437
4,-0.864296
6,-0.691437
8,-0.691437
10,-0.864296
12,-0.864296
14,-0.691437
16,-1.03716
18,-0.518578
20,-0.345719
22,-0.691437
24,-0.691437
26,-0.864296
28,-0.691437
30,-0.691437
32,-0.864296
34,-0.518578
36,-0.864296
38,-0.691437
40,-0.864296
42,-0.864296
44,-0.864296
46,-0.691437
48,-0.691437
50,-0.691437
52,-0.691437
54,-0.691437
56,-0.864296
58,-0.691437
60,-0.691437
62,-0.691437
64,-0.864296
66,-0.864296
68,-0.691437
70,-0.691437
72,-0.691437
74,-0.691437
76,-0.691437
78,-0.691437
80,-0.864296
82,-0.691437
84,-0.864296
86,-0.691437
88,-0.691437
90,-1.03716
92,-0.864296
94,-0.691437
96,-1.21001
98,-1.03716
100,-0.864296
102,-0.691437
104,-0.864296
106,-0.864296
108,-1.03716
110,-0.864296
112,-1.03716
114,-0.691437
116,-0.691437
118,-0.518578
120,-0.864296
122,-0.691437
124,-0.864296
126,-0.864296
128,-0.864296
130,-0.864296
132,-0.691437
134,-0.518578
136,-0.864296
138,-0.345719
140,-0.691437
142,-0.691437
144,-0.691437
146,-0.691437
148,-0.691437
150,-0.864296
152,-0.864296
154,-0.864296
156,-0.691437
158,-0.864296
160,-0.864296
162,-0.691437
164,-0.691437
166,-0.691437
168,-0.691437
170,-0.691437
172,-0.864296
174,-0.864296
176,-1.03716
178,-0.691437
180,-0.864296
182,-0.518578
184,-0.691437
186,-0.691437
188,-0.864296
190,-0.518578
192,-0.691437
194,-0.691437
196,-0.864296
198,-0.691437
200,-0.518578
202,-0.691437
204,-0.691437
206,-0.691437
208,-1.03716
210,-0.518578
212,-0.691437
214,-0.172859
216,-0.691437
218,-0.691437
220,-0.691437
222,-0.691437
224,-1.03716
226,-0.864296
228,-0.691437
230,-0.691437
232,-0.691437
234,-0.691437
236,-0.864296
238,-0.691437
240,-0.691437
242,-0.691437
244,-0.691437
246,-0.518578
248,-0.864296
250,-0.691437
252,-0.864296
254,-0.518578
256,-0.864296
258,-0.691437
260,-0.691437
262,-0.691437
264,-0.691437
266,-0.864296
268,-0.864296
270,-0.691437
272,-0.864296
274,-0.864296
276,-0.864296
278,-0.691437
280,-0.691437
282,-0.691437
284,-0.691437
286,-0.691437
288,-0.691437
290,-0.691437
292,-0.691437
294,-0.518578
296,-0.864296
298,-0.691437
300,-0.864296
302,-0.691437
304,-0.864296
