Time,Voltage
(ns),(mV)

0,-0.691437
2,-0.691437
4,-0.691437
6,-0.691437
8,-0.864296
10,-0.691437
12,-0.691437
14,-0.691437
16,-0.691437
18,-0.691437
20,-0.691437
22,-0.864296
24,-0.518578
26,-0.864296
28,-0.691437
30,-1.03716
32,-0.518578
34,-0.518578
36,-0.518578
38,-0.691437
40,-0.691437
42,-0.691437
44,-0.691437
46,-0.864296
48,-0.691437
50,-0.864296
52,-0.691437
54,-0.691437
56,-0.518578
58,-0.864296
60,-1.03716
62,-0.864296
64,-0.691437
66,-0.691437
68,-0.345719
70,-0.691437
72,-0.518578
74,-0.864296
76,-0.691437
78,-0.691437
80,-0.691437
82,-0.691437
84,-0.345719
86,-0.691437
88,-0.691437
90,-0.691437
92,-0.691437
94,-0.864296
96,-0.691437
98,-0.691437
100,-0.518578
102,-0.864296
104,-0.691437
106,-0.864296
108,-0.518578
110,-0.864296
112,-0.518578
114,-0.691437
116,-0.518578
118,-0.691437
120,-0.864296
122,-0.864296
124,-0.691437
126,-0.691437
128,-0.691437
130,-0.518578
132,-0.345719
134,-0.864296
136,-0.518578
138,-0.864296
140,-0.518578
142,-0.691437
144,-0.691437
146,-0.691437
148,-0.345719
150,-0.691437
152,-0.691437
154,-0.691437
156,-0.691437
158,-1.21001
160,-0.691437
162,-0.691437
164,-0.345719
166,-0.691437
168,-0.691437
170,-0.691437
172,-0.691437
174,-0.864296
176,-0.691437
178,-0.518578
180,-0.518578
182,-0.691437
184,-0.691437
186,-0.691437
188,-0.691437
190,-0.691437
192,-0.691437
194,-0.864296
196,-0.345719
198,-0.691437
200,-0.518578
202,-0.691437
204,-0.691437
206,-0.518578
208,-0.691437
210,-0.691437
212,-0.691437
214,-0.691437
216,-0.691437
218,-0.864296
220,-0.518578
222,-0.864296
224,-0.691437
226,-0.691437
228,-0.518578
230,-0.691437
232,-0.691437
234,-0.864296
236,-0.691437
238,-0.864296
240,-0.691437
242,-0.518578
244,-0.518578
246,-0.691437
248,-0.691437
250,-0.691437
252,-0.864296
254,-0.864296
256,-0.691437
258,-0.691437
260,-0.345719
262,-0.691437
264,-1.03716
266,-0.864296
268,-0.691437
270,-0.864296
272,-0.691437
274,-0.691437
276,-0.691437
278,-0.691437
280,-0.691437
282,-0.864296
284,-0.691437
286,-0.864296
288,-0.691437
290,-0.691437
292,-0.518578
294,-0.691437
296,-0.518578
298,-0.691437
300,-0.691437
302,-1.03716
304,-0.691437
