Time,Voltage
(ns),(mV)

0,-0.691437
2,-0.864296
4,-0.691437
6,-0.864296
8,-0.518578
10,-0.864296
12,-0.864296
14,-0.864296
16,-0.691437
18,-0.864296
20,-0.691437
22,-0.864296
24,-0.691437
26,-0.691437
28,-0.864296
30,-0.864296
32,-0.691437
34,-1.21001
36,-0.691437
38,-0.691437
40,-0.518578
42,-0.864296
44,-0.691437
46,-0.864296
48,-0.518578
50,-0.864296
52,-0.864296
54,-0.864296
56,-0.518578
58,-0.691437
60,-1.03716
62,-0.864296
64,-0.691437
66,-0.864296
68,-1.03716
70,-0.691437
72,-0.691437
74,-0.691437
76,-0.518578
78,-0.691437
80,-0.691437
82,-1.03716
84,-1.03716
86,-0.864296
88,-0.691437
90,-0.864296
92,-0.864296
94,-0.864296
96,-0.691437
98,-0.864296
100,-0.691437
102,-0.518578
104,-0.691437
106,-0.864296
108,-0.691437
110,-0.691437
112,-0.691437
114,-1.03716
116,-0.691437
118,-0.864296
120,-0.691437
122,-0.864296
124,-0.691437
126,-0.864296
128,-0.691437
130,-0.691437
132,-0.518578
134,-0.691437
136,-0.691437
138,-0.864296
140,-0.691437
142,-0.691437
144,-0.691437
146,-0.864296
148,-0.691437
150,-0.691437
152,-0.518578
154,-0.864296
156,-0.864296
158,-0.864296
160,-0.691437
162,-0.864296
164,-0.691437
166,-0.691437
168,-0.691437
170,-0.864296
172,-0.691437
174,-0.864296
176,-0.691437
178,-0.864296
180,-0.691437
182,-0.864296
184,-0.345719
186,-0.864296
188,-1.03716
190,-0.864296
192,-0.345719
194,-0.864296
196,-1.03716
198,-0.691437
200,-0.691437
202,-0.864296
204,-0.691437
206,-0.691437
208,-0.691437
210,-0.864296
212,-0.864296
214,-0.691437
216,-0.691437
218,-0.864296
220,-0.691437
222,-0.864296
224,-0.691437
226,-0.691437
228,-0.864296
230,-0.864296
232,-0.691437
234,-0.518578
236,-0.691437
238,-0.691437
240,-0.691437
242,-1.03716
244,-0.691437
246,-0.691437
248,-0.691437
250,-0.864296
252,-0.691437
254,-0.864296
256,-0.691437
258,-0.864296
260,-0.691437
262,-0.864296
264,-0.518578
266,-0.864296
268,-0.691437
270,-0.864296
272,-0.518578
274,-0.864296
276,-0.691437
278,-0.691437
280,-0.518578
282,-0.864296
284,-0.691437
286,-0.864296
288,-0.691437
290,-0.864296
292,-0.691437
294,-0.691437
296,-0.518578
298,-0.864296
300,-0.518578
302,-0.864296
304,-0.691437
