LECROYWS4104HD,18971,Waveform
Segments,1,SegmentSize,502
Segment,TrigTime,TimeSinceSegment1
#1,25-Jun-2024 17:09:54,0                 
Time,Ampl
-1.46354e-008,0.000192972985
-1.42354e-008,-3.29034153e-005
-1.38354e-008,-0.00010348979
-1.34354e-008,-1.64332611e-005
-1.30354e-008,7.53290266e-005
-1.26354e-008,9.44840983e-006
-1.22354e-008,-0.000141135857
-1.18354e-008,0.000164738435
-1.14354e-008,-4.93735694e-005
-1.10354e-008,-2.31598603e-006
-1.06354e-008,1.1801289e-005
-1.02354e-008,3.53300807e-005
-9.8354e-009,-1.64332611e-005
-9.4354e-009,-3.99620528e-005
-9.0354e-009,4.70944766e-005
-8.6354e-009,2.12128057e-005
-8.2354e-009,-0.000117607065
-7.8354e-009,-0.000310543157
-7.4354e-009,0.000124739489
-7.0354e-009,-0.000108195549
-6.6354e-009,-4.93735694e-005
-6.2354e-009,-6.58437236e-005
-5.8354e-009,9.17991808e-005
-5.4354e-009,0.00012238661
-5.0354e-009,-2.34918986e-005
-4.6354e-009,-0.000138782978
-4.2354e-009,-2.81976569e-005
-3.8354e-009,-0.000279955728
-3.4354e-009,-9.37462354e-006
-3.0354e-009,-0.000108195549
-2.6354e-009,8.0034785e-005
-2.2354e-009,-0.000136430099
-1.8354e-009,0.000183561468
-1.4354e-009,-7.99609987e-005
-1.0354e-009,0.000131798127
-6.354e-010,-7.99609987e-005
-2.354e-010,0.000176502831
1.646e-010,-0.00010584267
5.646e-010,0.000289441031
9.646e-010,-0.000181134803
1.3646e-009,9.415206e-005
1.7646e-009,-0.000336424828
2.1646e-009,5.41531141e-005
2.5646e-009,0.000134151006
2.9646e-009,-0.00010348979
3.3646e-009,8.70934225e-005
3.7646e-009,0.000110622214
4.1646e-009,0.000209443139
4.5646e-009,4.74265149e-006
4.9646e-009,-0.000143488736
5.3646e-009,0.000129445248
5.7646e-009,-4.23149319e-005
6.1646e-009,0.000169444193
6.5646e-009,-3.29034153e-005
6.9646e-009,6.82703891e-005
7.3646e-009,-0.000171723286
7.7646e-009,8.47405433e-005
8.1646e-009,-4.6688652e-006
8.5646e-009,0.000195325864
8.9646e-009,-9.17253945e-005
9.3646e-009,-1.17275027e-005
9.7646e-009,0.000152974039
1.01646e-008,-0.000110548428
1.05646e-008,5.41531141e-005
1.09646e-008,-0.000223486628
1.13646e-008,0.000223560414
1.17646e-008,-0.000112901307
1.21646e-008,1.65070473e-005
1.25646e-008,-6.58437236e-005
1.29646e-008,-0.000141135857
